,Unnamed: 0,season,League_name,team_long_name_x,W,D,L,GF,GA,Pts,GD,rank,coordinates_x,coordinates_y,url,pic_idx
1203,1203,2008/2009,Portugal Liga ZON Sagres,Sporting CP,20,6,4,45,20,66,25,2,-9.160783333,38.76119444,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Sporting_Clube_de_Portugal_%28Logo%29.svg/300px-Sporting_Clube_de_Portugal_%28Logo%29.svg.png,20243
1204,1204,2009/2010,Portugal Liga ZON Sagres,Sporting CP,13,9,8,42,26,48,16,4,-9.160783333,38.76119444,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Sporting_Clube_de_Portugal_%28Logo%29.svg/300px-Sporting_Clube_de_Portugal_%28Logo%29.svg.png,20243
1205,1205,2010/2011,Portugal Liga ZON Sagres,Sporting CP,13,9,8,41,31,48,10,3,-9.160783333,38.76119444,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Sporting_Clube_de_Portugal_%28Logo%29.svg/300px-Sporting_Clube_de_Portugal_%28Logo%29.svg.png,20243
1206,1206,2011/2012,Portugal Liga ZON Sagres,Sporting CP,18,5,7,47,26,59,21,4,-9.160783333,38.76119444,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Sporting_Clube_de_Portugal_%28Logo%29.svg/300px-Sporting_Clube_de_Portugal_%28Logo%29.svg.png,20243
1207,1207,2012/2013,Portugal Liga ZON Sagres,Sporting CP,11,9,10,36,36,42,0,6,-9.160783333,38.76119444,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Sporting_Clube_de_Portugal_%28Logo%29.svg/300px-Sporting_Clube_de_Portugal_%28Logo%29.svg.png,20243
1208,1208,2013/2014,Portugal Liga ZON Sagres,Sporting CP,20,7,3,54,20,67,34,2,-9.160783333,38.76119444,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Sporting_Clube_de_Portugal_%28Logo%29.svg/300px-Sporting_Clube_de_Portugal_%28Logo%29.svg.png,20243
1209,1209,2014/2015,Portugal Liga ZON Sagres,Sporting CP,22,10,2,67,29,76,38,3,-9.160783333,38.76119444,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Sporting_Clube_de_Portugal_%28Logo%29.svg/300px-Sporting_Clube_de_Portugal_%28Logo%29.svg.png,20243
1210,1210,2015/2016,Portugal Liga ZON Sagres,Sporting CP,27,5,2,79,21,86,58,2,-9.160783333,38.76119444,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Sporting_Clube_de_Portugal_%28Logo%29.svg/300px-Sporting_Clube_de_Portugal_%28Logo%29.svg.png,20243
1211,1211,2008/2009,Belgium Jupiler League,Sporting Lokeren,13,12,9,40,32,51,8,7,3.985900182,51.11556272,https://upload.wikimedia.org/wikipedia/en/c/c9/K.S.C._Lokeren_Oost-Vlaanderen_logo.svg,20244
1212,1212,2009/2010,Belgium Jupiler League,Sporting Lokeren,5,3,20,22,54,18,-32,15,3.985900182,51.11556272,https://upload.wikimedia.org/wikipedia/en/c/c9/K.S.C._Lokeren_Oost-Vlaanderen_logo.svg,20244
1213,1213,2010/2011,Belgium Jupiler League,Sporting Lokeren,13,11,6,43,36,50,7,5,3.985900182,51.11556272,https://upload.wikimedia.org/wikipedia/en/c/c9/K.S.C._Lokeren_Oost-Vlaanderen_logo.svg,20244
1214,1214,2011/2012,Belgium Jupiler League,Sporting Lokeren,11,11,8,48,40,44,8,8,3.985900182,51.11556272,https://upload.wikimedia.org/wikipedia/en/c/c9/K.S.C._Lokeren_Oost-Vlaanderen_logo.svg,20244
1215,1215,2012/2013,Belgium Jupiler League,Sporting Lokeren,14,9,7,53,38,51,15,5,3.985900182,51.11556272,https://upload.wikimedia.org/wikipedia/en/c/c9/K.S.C._Lokeren_Oost-Vlaanderen_logo.svg,20244
1216,1216,2014/2015,Belgium Jupiler League,Sporting Lokeren,10,12,8,38,32,42,6,8,3.985900182,51.11556272,https://upload.wikimedia.org/wikipedia/en/c/c9/K.S.C._Lokeren_Oost-Vlaanderen_logo.svg,20244
1217,1217,2015/2016,Belgium Jupiler League,Sporting Lokeren,8,10,12,35,40,34,-5,11,3.985900182,51.11556272,https://upload.wikimedia.org/wikipedia/en/c/c9/K.S.C._Lokeren_Oost-Vlaanderen_logo.svg,20244
1218,1218,2012/2013,Germany 1. Bundesliga,SpVgg Greuther Fürth,4,9,21,26,60,21,-34,18,10.999167,49.486944,https://upload.wikimedia.org/wikipedia/zh/thumb/6/6d/SpVgg_Greuther_F%C3%BCrth_logo.svg/150px-SpVgg_Greuther_F%C3%BCrth_logo.svg.png,20245
1219,1219,2009/2010,Scotland Premier League,St. Johnstone FC,12,11,15,57,61,47,-4,8,-3.476928,56.409686,https://upload.wikimedia.org/wikipedia/en/f/f5/StJohnstoneFC_crest_new.png,20246
1220,1220,2010/2011,Scotland Premier League,St. Johnstone FC,11,11,16,23,43,44,-20,8,-3.476928,56.409686,https://upload.wikimedia.org/wikipedia/en/f/f5/StJohnstoneFC_crest_new.png,20246
1221,1221,2011/2012,Scotland Premier League,St. Johnstone FC,14,8,16,43,50,50,-7,6,-3.476928,56.409686,https://upload.wikimedia.org/wikipedia/en/f/f5/StJohnstoneFC_crest_new.png,20246
1222,1222,2012/2013,Scotland Premier League,St. Johnstone FC,14,14,10,45,44,56,1,3,-3.476928,56.409686,https://upload.wikimedia.org/wikipedia/en/f/f5/StJohnstoneFC_crest_new.png,20246
1223,1223,2013/2014,Scotland Premier League,St. Johnstone FC,15,8,15,48,42,53,6,6,-3.476928,56.409686,https://upload.wikimedia.org/wikipedia/en/f/f5/StJohnstoneFC_crest_new.png,20246
1224,1224,2014/2015,Scotland Premier League,St. Johnstone FC,16,9,13,34,34,57,0,4,-3.476928,56.409686,https://upload.wikimedia.org/wikipedia/en/f/f5/StJohnstoneFC_crest_new.png,20246
1225,1225,2015/2016,Scotland Premier League,St. Johnstone FC,16,8,14,58,55,56,3,4,-3.476928,56.409686,https://upload.wikimedia.org/wikipedia/en/f/f5/StJohnstoneFC_crest_new.png,20246
1226,1226,2008/2009,Scotland Premier League,St. Mirren,9,10,19,33,52,37,-19,11,-4.443889,55.850556,https://upload.wikimedia.org/wikipedia/en/3/32/St_Mirren_FC_logo.svg,20247
1227,1227,2009/2010,Scotland Premier League,St. Mirren,7,13,18,36,49,34,-13,10,-4.443889,55.850556,https://upload.wikimedia.org/wikipedia/en/3/32/St_Mirren_FC_logo.svg,20247
1228,1228,2010/2011,Scotland Premier League,St. Mirren,8,9,21,33,57,33,-24,11,-4.443889,55.850556,https://upload.wikimedia.org/wikipedia/en/3/32/St_Mirren_FC_logo.svg,20247
1229,1229,2011/2012,Scotland Premier League,St. Mirren,9,16,13,39,51,43,-12,8,-4.443889,55.850556,https://upload.wikimedia.org/wikipedia/en/3/32/St_Mirren_FC_logo.svg,20247
1230,1230,2012/2013,Scotland Premier League,St. Mirren,9,14,15,47,60,41,-13,11,-4.443889,55.850556,https://upload.wikimedia.org/wikipedia/en/3/32/St_Mirren_FC_logo.svg,20247
1231,1231,2013/2014,Scotland Premier League,St. Mirren,10,9,19,39,58,39,-19,8,-4.443889,55.850556,https://upload.wikimedia.org/wikipedia/en/3/32/St_Mirren_FC_logo.svg,20247
1232,1232,2014/2015,Scotland Premier League,St. Mirren,9,3,26,30,66,30,-36,12,-4.443889,55.850556,https://upload.wikimedia.org/wikipedia/en/3/32/St_Mirren_FC_logo.svg,20247
1233,1233,2010/2011,France Ligue 1,Stade Brestois 29,11,13,14,36,43,46,-7,16,-4.461694,48.402932,https://upload.wikimedia.org/wikipedia/en/0/05/Stade_Brestois_29_logo.svg,20248
1234,1234,2011/2012,France Ligue 1,Stade Brestois 29,8,17,13,31,38,41,-7,15,-4.461694,48.402932,https://upload.wikimedia.org/wikipedia/en/0/05/Stade_Brestois_29_logo.svg,20248
1235,1235,2012/2013,France Ligue 1,Stade Brestois 29,8,5,25,32,62,29,-30,20,-4.461694,48.402932,https://upload.wikimedia.org/wikipedia/en/0/05/Stade_Brestois_29_logo.svg,20248
1236,1236,2012/2013,France Ligue 1,Stade de Reims,10,13,15,33,42,43,-9,14,4.025,49.246667,https://upload.wikimedia.org/wikipedia/en/1/19/Stade_de_Reims_logo.svg,20249
1237,1237,2013/2014,France Ligue 1,Stade de Reims,12,12,14,44,52,48,-8,11,4.025,49.246667,https://upload.wikimedia.org/wikipedia/en/1/19/Stade_de_Reims_logo.svg,20249
1238,1238,2014/2015,France Ligue 1,Stade de Reims,12,8,18,47,66,44,-19,15,4.025,49.246667,https://upload.wikimedia.org/wikipedia/en/1/19/Stade_de_Reims_logo.svg,20249
1239,1239,2015/2016,France Ligue 1,Stade de Reims,10,9,19,44,57,39,-13,18,4.025,49.246667,https://upload.wikimedia.org/wikipedia/en/1/19/Stade_de_Reims_logo.svg,20249
1240,1240,2008/2009,France Ligue 1,Stade Rennais FC,15,16,7,42,34,61,8,7,-1.712861111,48.10747222,https://upload.wikimedia.org/wikipedia/en/9/9e/Stade_Rennais_FC.svg,20250
1241,1241,2009/2010,France Ligue 1,Stade Rennais FC,14,11,13,52,41,53,11,9,-1.712861111,48.10747222,https://upload.wikimedia.org/wikipedia/en/9/9e/Stade_Rennais_FC.svg,20250
1242,1242,2010/2011,France Ligue 1,Stade Rennais FC,15,11,12,38,35,56,3,6,-1.712861111,48.10747222,https://upload.wikimedia.org/wikipedia/en/9/9e/Stade_Rennais_FC.svg,20250
1243,1243,2011/2012,France Ligue 1,Stade Rennais FC,17,9,12,53,44,60,9,6,-1.712861111,48.10747222,https://upload.wikimedia.org/wikipedia/en/9/9e/Stade_Rennais_FC.svg,20250
1244,1244,2012/2013,France Ligue 1,Stade Rennais FC,13,7,18,48,59,46,-11,13,-1.712861111,48.10747222,https://upload.wikimedia.org/wikipedia/en/9/9e/Stade_Rennais_FC.svg,20250
1245,1245,2013/2014,France Ligue 1,Stade Rennais FC,11,13,14,47,45,46,2,12,-1.712861111,48.10747222,https://upload.wikimedia.org/wikipedia/en/9/9e/Stade_Rennais_FC.svg,20250
1246,1246,2014/2015,France Ligue 1,Stade Rennais FC,13,11,14,35,42,50,-7,9,-1.712861111,48.10747222,https://upload.wikimedia.org/wikipedia/en/9/9e/Stade_Rennais_FC.svg,20250
1247,1247,2015/2016,France Ligue 1,Stade Rennais FC,13,13,12,52,54,52,-2,8,-1.712861111,48.10747222,https://upload.wikimedia.org/wikipedia/en/9/9e/Stade_Rennais_FC.svg,20250
1248,1248,2008/2009,Belgium Jupiler League,Standard de Liège,24,5,5,66,26,77,40,2,5.544487505,50.60999871,https://upload.wikimedia.org/wikipedia/fr/thumb/7/7c/Royal_Standard_de_Liege.svg/langfr-260px-Royal_Standard_de_Liege.svg.png,20251
1249,1249,2009/2010,Belgium Jupiler League,Standard de Liège,10,9,9,38,34,39,4,7,5.544487505,50.60999871,https://upload.wikimedia.org/wikipedia/fr/thumb/7/7c/Royal_Standard_de_Liege.svg/langfr-260px-Royal_Standard_de_Liege.svg.png,20251
1250,1250,2010/2011,Belgium Jupiler League,Standard de Liège,15,4,11,50,38,49,12,6,5.544487505,50.60999871,https://upload.wikimedia.org/wikipedia/fr/thumb/7/7c/Royal_Standard_de_Liege.svg/langfr-260px-Royal_Standard_de_Liege.svg.png,20251
1251,1251,2011/2012,Belgium Jupiler League,Standard de Liège,14,9,7,43,33,51,10,4,5.544487505,50.60999871,https://upload.wikimedia.org/wikipedia/fr/thumb/7/7c/Royal_Standard_de_Liege.svg/langfr-260px-Royal_Standard_de_Liege.svg.png,20251
1252,1252,2012/2013,Belgium Jupiler League,Standard de Liège,15,5,10,54,33,50,21,6,5.544487505,50.60999871,https://upload.wikimedia.org/wikipedia/fr/thumb/7/7c/Royal_Standard_de_Liege.svg/langfr-260px-Royal_Standard_de_Liege.svg.png,20251
1253,1253,2014/2015,Belgium Jupiler League,Standard de Liège,16,5,9,49,39,53,10,4,5.544487505,50.60999871,https://upload.wikimedia.org/wikipedia/fr/thumb/7/7c/Royal_Standard_de_Liege.svg/langfr-260px-Royal_Standard_de_Liege.svg.png,20251
1254,1254,2015/2016,Belgium Jupiler League,Standard de Liège,12,5,13,41,51,41,-10,7,5.544487505,50.60999871,https://upload.wikimedia.org/wikipedia/fr/thumb/7/7c/Royal_Standard_de_Liege.svg/langfr-260px-Royal_Standard_de_Liege.svg.png,20251
1255,1255,2008/2009,England Premier League,Stoke City,12,9,17,38,55,45,-17,12,-2.175555555,52.98833333,https://upload.wikimedia.org/wikipedia/en/2/29/Stoke_City_FC.svg,20252
1256,1256,2009/2010,England Premier League,Stoke City,11,14,13,34,48,47,-14,11,-2.175555555,52.98833333,https://upload.wikimedia.org/wikipedia/en/2/29/Stoke_City_FC.svg,20252
1257,1257,2010/2011,England Premier League,Stoke City,13,7,18,46,48,46,-2,13,-2.175555555,52.98833333,https://upload.wikimedia.org/wikipedia/en/2/29/Stoke_City_FC.svg,20252
1258,1258,2011/2012,England Premier League,Stoke City,11,12,15,36,53,45,-17,14,-2.175555555,52.98833333,https://upload.wikimedia.org/wikipedia/en/2/29/Stoke_City_FC.svg,20252
1259,1259,2012/2013,England Premier League,Stoke City,9,15,14,34,45,42,-11,13,-2.175555555,52.98833333,https://upload.wikimedia.org/wikipedia/en/2/29/Stoke_City_FC.svg,20252
1260,1260,2013/2014,England Premier League,Stoke City,13,11,14,45,52,50,-7,9,-2.175555555,52.98833333,https://upload.wikimedia.org/wikipedia/en/2/29/Stoke_City_FC.svg,20252
1261,1261,2014/2015,England Premier League,Stoke City,15,9,14,48,45,54,3,9,-2.175555555,52.98833333,https://upload.wikimedia.org/wikipedia/en/2/29/Stoke_City_FC.svg,20252
1262,1262,2015/2016,England Premier League,Stoke City,14,9,15,41,55,51,-14,9,-2.175555555,52.98833333,https://upload.wikimedia.org/wikipedia/en/2/29/Stoke_City_FC.svg,20252
1263,1263,2008/2009,England Premier League,Sunderland,9,9,20,34,54,36,-20,16,-1.3882,54.9144,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Logo_Sunderland.svg/360px-Logo_Sunderland.svg.png,20253
1264,1264,2009/2010,England Premier League,Sunderland,11,11,16,48,56,44,-8,13,-1.3882,54.9144,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Logo_Sunderland.svg/360px-Logo_Sunderland.svg.png,20253
1265,1265,2010/2011,England Premier League,Sunderland,12,11,15,45,56,47,-11,10,-1.3882,54.9144,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Logo_Sunderland.svg/360px-Logo_Sunderland.svg.png,20253
1266,1266,2011/2012,England Premier League,Sunderland,11,12,15,45,46,45,-1,13,-1.3882,54.9144,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Logo_Sunderland.svg/360px-Logo_Sunderland.svg.png,20253
1267,1267,2012/2013,England Premier League,Sunderland,9,12,17,41,54,39,-13,17,-1.3882,54.9144,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Logo_Sunderland.svg/360px-Logo_Sunderland.svg.png,20253
1268,1268,2013/2014,England Premier League,Sunderland,10,8,20,41,60,38,-19,14,-1.3882,54.9144,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Logo_Sunderland.svg/360px-Logo_Sunderland.svg.png,20253
1269,1269,2014/2015,England Premier League,Sunderland,7,17,14,31,53,38,-22,16,-1.3882,54.9144,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Logo_Sunderland.svg/360px-Logo_Sunderland.svg.png,20253
1270,1270,2015/2016,England Premier League,Sunderland,9,12,17,48,62,39,-14,17,-1.3882,54.9144,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Logo_Sunderland.svg/360px-Logo_Sunderland.svg.png,20253
1271,1271,2015/2016,Germany 1. Bundesliga,SV Darmstadt 98,9,11,14,38,53,38,-15,13,8.672222,49.857778,https://upload.wikimedia.org/wikipedia/en/9/92/SV_Darmstadt_98_logo.svg,20254
1272,1272,2008/2009,Germany 1. Bundesliga,SV Werder Bremen,12,9,13,64,50,45,14,10,8.8375,53.066389,https://upload.wikimedia.org/wikipedia/commons/b/be/SV-Werder-Bremen-Logo.svg,20255
1273,1273,2009/2010,Germany 1. Bundesliga,SV Werder Bremen,17,10,7,71,40,61,31,3,8.8375,53.066389,https://upload.wikimedia.org/wikipedia/commons/b/be/SV-Werder-Bremen-Logo.svg,20255
1274,1274,2010/2011,Germany 1. Bundesliga,SV Werder Bremen,10,11,13,47,61,41,-14,13,8.8375,53.066389,https://upload.wikimedia.org/wikipedia/commons/b/be/SV-Werder-Bremen-Logo.svg,20255
1275,1275,2011/2012,Germany 1. Bundesliga,SV Werder Bremen,11,9,14,49,58,42,-9,9,8.8375,53.066389,https://upload.wikimedia.org/wikipedia/commons/b/be/SV-Werder-Bremen-Logo.svg,20255
1276,1276,2012/2013,Germany 1. Bundesliga,SV Werder Bremen,8,10,16,50,66,34,-16,14,8.8375,53.066389,https://upload.wikimedia.org/wikipedia/commons/b/be/SV-Werder-Bremen-Logo.svg,20255
1277,1277,2013/2014,Germany 1. Bundesliga,SV Werder Bremen,10,9,15,42,66,39,-24,12,8.8375,53.066389,https://upload.wikimedia.org/wikipedia/commons/b/be/SV-Werder-Bremen-Logo.svg,20255
1278,1278,2014/2015,Germany 1. Bundesliga,SV Werder Bremen,11,10,13,50,65,43,-15,10,8.8375,53.066389,https://upload.wikimedia.org/wikipedia/commons/b/be/SV-Werder-Bremen-Logo.svg,20255
1279,1279,2015/2016,Germany 1. Bundesliga,SV Werder Bremen,10,8,16,50,65,38,-15,14,8.8375,53.066389,https://upload.wikimedia.org/wikipedia/commons/b/be/SV-Werder-Bremen-Logo.svg,20255
1280,1280,2008/2009,Belgium Jupiler League,SV Zulte-Waregem,16,7,11,55,36,55,19,5,3.428889,50.883056,https://upload.wikimedia.org/wikipedia/en/6/67/Zulte-Waregem_logo.svg,20256
1281,1281,2009/2010,Belgium Jupiler League,SV Zulte-Waregem,10,11,7,39,32,41,7,6,3.428889,50.883056,https://upload.wikimedia.org/wikipedia/en/6/67/Zulte-Waregem_logo.svg,20256
1282,1282,2010/2011,Belgium Jupiler League,SV Zulte-Waregem,7,12,11,39,41,33,-2,11,3.428889,50.883056,https://upload.wikimedia.org/wikipedia/en/6/67/Zulte-Waregem_logo.svg,20256
1283,1283,2011/2012,Belgium Jupiler League,SV Zulte-Waregem,6,12,12,32,38,30,-6,13,3.428889,50.883056,https://upload.wikimedia.org/wikipedia/en/6/67/Zulte-Waregem_logo.svg,20256
1284,1284,2012/2013,Belgium Jupiler League,SV Zulte-Waregem,19,6,5,49,29,63,20,2,3.428889,50.883056,https://upload.wikimedia.org/wikipedia/en/6/67/Zulte-Waregem_logo.svg,20256
1285,1285,2014/2015,Belgium Jupiler League,SV Zulte-Waregem,8,7,15,41,54,31,-13,12,3.428889,50.883056,https://upload.wikimedia.org/wikipedia/en/6/67/Zulte-Waregem_logo.svg,20256
1286,1286,2015/2016,Belgium Jupiler League,SV Zulte-Waregem,12,7,11,51,50,43,1,6,3.428889,50.883056,https://upload.wikimedia.org/wikipedia/en/6/67/Zulte-Waregem_logo.svg,20256
1287,1287,2011/2012,England Premier League,Swansea City,12,11,15,44,51,47,-7,10,-3.9351,51.6422,https://upload.wikimedia.org/wikipedia/en/f/f9/Swansea_City_AFC_logo.svg,20257
1288,1288,2012/2013,England Premier League,Swansea City,11,13,14,47,51,46,-4,9,-3.9351,51.6422,https://upload.wikimedia.org/wikipedia/en/f/f9/Swansea_City_AFC_logo.svg,20257
1289,1289,2013/2014,England Premier League,Swansea City,11,9,18,54,54,42,0,12,-3.9351,51.6422,https://upload.wikimedia.org/wikipedia/en/f/f9/Swansea_City_AFC_logo.svg,20257
1290,1290,2014/2015,England Premier League,Swansea City,16,8,14,46,49,56,-3,8,-3.9351,51.6422,https://upload.wikimedia.org/wikipedia/en/f/f9/Swansea_City_AFC_logo.svg,20257
1291,1291,2015/2016,England Premier League,Swansea City,12,11,15,42,52,47,-10,12,-3.9351,51.6422,https://upload.wikimedia.org/wikipedia/en/f/f9/Swansea_City_AFC_logo.svg,20257
1292,1292,2015/2016,Poland Ekstraklasa,Termalica Bruk-Bet Nieciecza,8,9,13,33,43,33,-10,14,20.84916746,50.1584249,https://upload.wikimedia.org/wikipedia/en/5/53/LKS_Nieciecza_logo.png,20258
1293,1293,2015/2016,Portugal Liga ZON Sagres,Tondela,8,6,20,34,54,30,-20,15,-8.08282,40.512,https://upload.wikimedia.org/wikipedia/en/0/00/C.D._Tondela.png,20259
1294,1294,2008/2009,Italy Serie A,Torino,8,10,20,37,61,34,-24,18,7.65,45.041667,https://upload.wikimedia.org/wikipedia/en/thumb/2/2e/Torino_FC_Logo.svg/340px-Torino_FC_Logo.svg.png,20260
1295,1295,2012/2013,Italy Serie A,Torino,8,16,14,46,55,40,-9,16,7.65,45.041667,https://upload.wikimedia.org/wikipedia/en/thumb/2/2e/Torino_FC_Logo.svg/340px-Torino_FC_Logo.svg.png,20260
1296,1296,2013/2014,Italy Serie A,Torino,15,12,11,58,48,57,10,7,7.65,45.041667,https://upload.wikimedia.org/wikipedia/en/thumb/2/2e/Torino_FC_Logo.svg/340px-Torino_FC_Logo.svg.png,20260
1297,1297,2014/2015,Italy Serie A,Torino,14,12,12,48,45,54,3,9,7.65,45.041667,https://upload.wikimedia.org/wikipedia/en/thumb/2/2e/Torino_FC_Logo.svg/340px-Torino_FC_Logo.svg.png,20260
1298,1298,2015/2016,Italy Serie A,Torino,12,9,17,52,55,45,-3,12,7.65,45.041667,https://upload.wikimedia.org/wikipedia/en/thumb/2/2e/Torino_FC_Logo.svg/340px-Torino_FC_Logo.svg.png,20260
1299,1299,2008/2009,England Premier League,Tottenham Hotspur,14,9,15,45,45,51,0,8,-0.02,51.2,https://upload.wikimedia.org/wikipedia/en/b/b4/Tottenham_Hotspur.svg,20261
1300,1300,2009/2010,England Premier League,Tottenham Hotspur,21,7,10,67,41,70,26,4,-0.02,51.2,https://upload.wikimedia.org/wikipedia/en/b/b4/Tottenham_Hotspur.svg,20261
1301,1301,2010/2011,England Premier League,Tottenham Hotspur,16,14,8,55,46,62,9,5,-0.02,51.2,https://upload.wikimedia.org/wikipedia/en/b/b4/Tottenham_Hotspur.svg,20261
1302,1302,2011/2012,England Premier League,Tottenham Hotspur,20,9,9,66,41,69,25,4,-0.02,51.2,https://upload.wikimedia.org/wikipedia/en/b/b4/Tottenham_Hotspur.svg,20261
1303,1303,2012/2013,England Premier League,Tottenham Hotspur,21,9,8,66,46,72,20,5,-0.02,51.2,https://upload.wikimedia.org/wikipedia/en/b/b4/Tottenham_Hotspur.svg,20261
1304,1304,2013/2014,England Premier League,Tottenham Hotspur,21,6,11,55,51,69,4,6,-0.02,51.2,https://upload.wikimedia.org/wikipedia/en/b/b4/Tottenham_Hotspur.svg,20261
1305,1305,2014/2015,England Premier League,Tottenham Hotspur,19,7,12,58,53,64,5,5,-0.02,51.2,https://upload.wikimedia.org/wikipedia/en/b/b4/Tottenham_Hotspur.svg,20261
1306,1306,2015/2016,England Premier League,Tottenham Hotspur,19,13,6,69,35,70,34,3,-0.02,51.2,https://upload.wikimedia.org/wikipedia/en/b/b4/Tottenham_Hotspur.svg,20261
1307,1307,2008/2009,France Ligue 1,Toulouse FC,16,16,6,45,27,64,18,4,1.434055,43.583296,https://upload.wikimedia.org/wikipedia/en/thumb/6/63/Toulouse_FC_2018_logo.svg/300px-Toulouse_FC_2018_logo.svg.png,20262
1308,1308,2009/2010,France Ligue 1,Toulouse FC,12,11,15,36,36,47,0,14,1.434055,43.583296,https://upload.wikimedia.org/wikipedia/en/thumb/6/63/Toulouse_FC_2018_logo.svg/300px-Toulouse_FC_2018_logo.svg.png,20262
1309,1309,2010/2011,France Ligue 1,Toulouse FC,14,8,16,38,36,50,2,8,1.434055,43.583296,https://upload.wikimedia.org/wikipedia/en/thumb/6/63/Toulouse_FC_2018_logo.svg/300px-Toulouse_FC_2018_logo.svg.png,20262
1310,1310,2011/2012,France Ligue 1,Toulouse FC,15,11,12,37,34,56,3,8,1.434055,43.583296,https://upload.wikimedia.org/wikipedia/en/thumb/6/63/Toulouse_FC_2018_logo.svg/300px-Toulouse_FC_2018_logo.svg.png,20262
1311,1311,2012/2013,France Ligue 1,Toulouse FC,13,12,13,49,47,51,2,10,1.434055,43.583296,https://upload.wikimedia.org/wikipedia/en/thumb/6/63/Toulouse_FC_2018_logo.svg/300px-Toulouse_FC_2018_logo.svg.png,20262
1312,1312,2013/2014,France Ligue 1,Toulouse FC,12,13,13,46,53,49,-7,10,1.434055,43.583296,https://upload.wikimedia.org/wikipedia/en/thumb/6/63/Toulouse_FC_2018_logo.svg/300px-Toulouse_FC_2018_logo.svg.png,20262
1313,1313,2014/2015,France Ligue 1,Toulouse FC,12,6,20,43,64,42,-21,17,1.434055,43.583296,https://upload.wikimedia.org/wikipedia/en/thumb/6/63/Toulouse_FC_2018_logo.svg/300px-Toulouse_FC_2018_logo.svg.png,20262
1314,1314,2015/2016,France Ligue 1,Toulouse FC,9,13,16,45,55,40,-10,17,1.434055,43.583296,https://upload.wikimedia.org/wikipedia/en/thumb/6/63/Toulouse_FC_2018_logo.svg/300px-Toulouse_FC_2018_logo.svg.png,20262
1315,1315,2008/2009,Portugal Liga ZON Sagres,Trofense,5,8,17,25,42,23,-17,16,-8.564367,41.332833,https://upload.wikimedia.org/wikipedia/en/6/67/CD_Trofense.png,20263
1316,1316,2008/2009,Germany 1. Bundesliga,TSG 1899 Hoffenheim,15,10,9,63,49,55,14,7,8.84212,49.2783,https://upload.wikimedia.org/wikipedia/commons/e/e7/Logo_TSG_Hoffenheim.svg,20264
1317,1317,2009/2010,Germany 1. Bundesliga,TSG 1899 Hoffenheim,11,9,14,44,42,42,2,11,8.84212,49.2783,https://upload.wikimedia.org/wikipedia/commons/e/e7/Logo_TSG_Hoffenheim.svg,20264
1318,1318,2010/2011,Germany 1. Bundesliga,TSG 1899 Hoffenheim,11,10,13,50,50,43,0,11,8.84212,49.2783,https://upload.wikimedia.org/wikipedia/commons/e/e7/Logo_TSG_Hoffenheim.svg,20264
1319,1319,2011/2012,Germany 1. Bundesliga,TSG 1899 Hoffenheim,10,11,13,41,47,41,-6,11,8.84212,49.2783,https://upload.wikimedia.org/wikipedia/commons/e/e7/Logo_TSG_Hoffenheim.svg,20264
1320,1320,2012/2013,Germany 1. Bundesliga,TSG 1899 Hoffenheim,8,7,19,42,67,31,-25,16,8.84212,49.2783,https://upload.wikimedia.org/wikipedia/commons/e/e7/Logo_TSG_Hoffenheim.svg,20264
1321,1321,2013/2014,Germany 1. Bundesliga,TSG 1899 Hoffenheim,11,11,12,72,70,44,2,9,8.84212,49.2783,https://upload.wikimedia.org/wikipedia/commons/e/e7/Logo_TSG_Hoffenheim.svg,20264
1322,1322,2014/2015,Germany 1. Bundesliga,TSG 1899 Hoffenheim,12,8,14,49,55,44,-6,8,8.84212,49.2783,https://upload.wikimedia.org/wikipedia/commons/e/e7/Logo_TSG_Hoffenheim.svg,20264
1323,1323,2015/2016,Germany 1. Bundesliga,TSG 1899 Hoffenheim,9,10,15,39,54,37,-15,15,8.84212,49.2783,https://upload.wikimedia.org/wikipedia/commons/e/e7/Logo_TSG_Hoffenheim.svg,20264
1324,1324,2008/2009,Belgium Jupiler League,Tubize,7,6,21,35,77,27,-42,17,4.200436,50.683795,https://upload.wikimedia.org/wikipedia/en/0/04/RoyaleUnionTubize-Braine_logo.png,20265
1325,1325,2008/2009,Spain LIGA BBVA,UD Almería,13,7,18,45,61,46,-16,12,-2.44529,36.862,https://upload.wikimedia.org/wikipedia/commons/9/95/Logo_UD_Almeria.svg.png,20266
