,Unnamed: 0,season,League_name,team_long_name_x,W,D,L,GF,GA,Pts,GD,rank,coordinates_x,coordinates_y,url,pic_idx
375,375,2014/2015,Netherlands Eredivisie,FC Dordrecht,4,8,22,24,76,20,-52,18,4.69,51.8025,https://upload.wikimedia.org/wikipedia/en/3/33/FC_Dordrecht.png,20079
376,376,2008/2009,Germany 1. Bundesliga,FC Energie Cottbus,8,6,20,30,57,30,-27,16,14.345556,51.751389,https://upload.wikimedia.org/wikipedia/commons/5/55/Logo_Energie_Cottbus.svg,20080
377,377,2008/2009,Netherlands Eredivisie,FC Groningen,17,5,12,53,36,56,17,6,6.591388888,53.20611111,https://upload.wikimedia.org/wikipedia/en/2/2c/FC_Groningen_logo.svg,20081
378,378,2009/2010,Netherlands Eredivisie,FC Groningen,14,7,13,48,47,49,1,8,6.591388888,53.20611111,https://upload.wikimedia.org/wikipedia/en/2/2c/FC_Groningen_logo.svg,20081
379,379,2010/2011,Netherlands Eredivisie,FC Groningen,17,6,11,65,52,57,13,5,6.591388888,53.20611111,https://upload.wikimedia.org/wikipedia/en/2/2c/FC_Groningen_logo.svg,20081
380,380,2011/2012,Netherlands Eredivisie,FC Groningen,10,7,17,41,61,37,-20,14,6.591388888,53.20611111,https://upload.wikimedia.org/wikipedia/en/2/2c/FC_Groningen_logo.svg,20081
381,381,2012/2013,Netherlands Eredivisie,FC Groningen,12,7,15,36,53,43,-17,7,6.591388888,53.20611111,https://upload.wikimedia.org/wikipedia/en/2/2c/FC_Groningen_logo.svg,20081
382,382,2013/2014,Netherlands Eredivisie,FC Groningen,14,9,11,57,53,51,4,7,6.591388888,53.20611111,https://upload.wikimedia.org/wikipedia/en/2/2c/FC_Groningen_logo.svg,20081
383,383,2014/2015,Netherlands Eredivisie,FC Groningen,11,13,10,49,53,46,-4,9,6.591388888,53.20611111,https://upload.wikimedia.org/wikipedia/en/2/2c/FC_Groningen_logo.svg,20081
384,384,2015/2016,Netherlands Eredivisie,FC Groningen,14,8,12,41,48,50,-7,7,6.591388888,53.20611111,https://upload.wikimedia.org/wikipedia/en/2/2c/FC_Groningen_logo.svg,20081
385,385,2015/2016,Germany 1. Bundesliga,FC Ingolstadt 04,10,10,14,33,42,40,-9,11,11.485,48.74555556,https://upload.wikimedia.org/wikipedia/en/0/0b/FC_Ingolstadt_04_logo.svg,20082
386,386,2011/2012,Switzerland Super League,FC Lausanne-Sports,8,6,20,29,61,30,-32,8,6.625,46.534,https://upload.wikimedia.org/wikipedia/commons/0/0d/FC_Lausanne-Sport_logo.svg,20083
387,387,2012/2013,Switzerland Super League,FC Lausanne-Sports,8,9,19,32,51,33,-19,9,6.625,46.534,https://upload.wikimedia.org/wikipedia/commons/0/0d/FC_Lausanne-Sport_logo.svg,20083
388,388,2013/2014,Switzerland Super League,FC Lausanne-Sports,7,3,26,38,71,24,-33,10,6.625,46.534,https://upload.wikimedia.org/wikipedia/commons/0/0d/FC_Lausanne-Sport_logo.svg,20083
389,389,2008/2009,France Ligue 1,FC Lorient,10,15,13,47,47,45,0,10,-3.369733,47.748256,https://upload.wikimedia.org/wikipedia/en/4/4c/FC_Lorient_logo.svg,20084
390,390,2009/2010,France Ligue 1,FC Lorient,16,10,12,54,42,58,12,7,-3.369733,47.748256,https://upload.wikimedia.org/wikipedia/en/4/4c/FC_Lorient_logo.svg,20084
391,391,2010/2011,France Ligue 1,FC Lorient,12,13,13,46,48,49,-2,11,-3.369733,47.748256,https://upload.wikimedia.org/wikipedia/en/4/4c/FC_Lorient_logo.svg,20084
392,392,2011/2012,France Ligue 1,FC Lorient,9,12,17,35,49,39,-14,17,-3.369733,47.748256,https://upload.wikimedia.org/wikipedia/en/4/4c/FC_Lorient_logo.svg,20084
393,393,2012/2013,France Ligue 1,FC Lorient,14,11,13,57,58,53,-1,8,-3.369733,47.748256,https://upload.wikimedia.org/wikipedia/en/4/4c/FC_Lorient_logo.svg,20084
394,394,2013/2014,France Ligue 1,FC Lorient,13,10,15,48,53,49,-5,9,-3.369733,47.748256,https://upload.wikimedia.org/wikipedia/en/4/4c/FC_Lorient_logo.svg,20084
395,395,2014/2015,France Ligue 1,FC Lorient,12,7,19,44,50,43,-6,16,-3.369733,47.748256,https://upload.wikimedia.org/wikipedia/en/4/4c/FC_Lorient_logo.svg,20084
396,396,2015/2016,France Ligue 1,FC Lorient,11,13,14,47,58,46,-11,15,-3.369733,47.748256,https://upload.wikimedia.org/wikipedia/en/4/4c/FC_Lorient_logo.svg,20084
397,397,2008/2009,Switzerland Super League,FC Luzern,9,8,19,45,62,35,-17,9,8.305187,47.033264,https://upload.wikimedia.org/wikipedia/en/1/12/FC_Luzern_crest.svg,20085
398,398,2009/2010,Switzerland Super League,FC Luzern,17,7,12,66,55,58,11,4,8.305187,47.033264,https://upload.wikimedia.org/wikipedia/en/1/12/FC_Luzern_crest.svg,20085
399,399,2010/2011,Switzerland Super League,FC Luzern,13,9,14,62,57,48,5,6,8.305187,47.033264,https://upload.wikimedia.org/wikipedia/en/1/12/FC_Luzern_crest.svg,20085
400,400,2011/2012,Switzerland Super League,FC Luzern,14,12,8,46,32,54,14,2,8.305187,47.033264,https://upload.wikimedia.org/wikipedia/en/1/12/FC_Luzern_crest.svg,20085
401,401,2012/2013,Switzerland Super League,FC Luzern,10,12,14,41,52,42,-11,8,8.305187,47.033264,https://upload.wikimedia.org/wikipedia/en/1/12/FC_Luzern_crest.svg,20085
402,402,2013/2014,Switzerland Super League,FC Luzern,15,6,15,48,54,51,-6,4,8.305187,47.033264,https://upload.wikimedia.org/wikipedia/en/1/12/FC_Luzern_crest.svg,20085
403,403,2014/2015,Switzerland Super League,FC Luzern,12,11,13,54,46,47,8,5,8.305187,47.033264,https://upload.wikimedia.org/wikipedia/en/1/12/FC_Luzern_crest.svg,20085
404,404,2015/2016,Switzerland Super League,FC Luzern,15,9,12,59,50,54,9,3,8.305187,47.033264,https://upload.wikimedia.org/wikipedia/en/1/12/FC_Luzern_crest.svg,20085
405,405,2014/2015,France Ligue 1,FC Metz,7,9,22,31,61,30,-30,19,6.159511,49.109813,https://upload.wikimedia.org/wikipedia/en/7/71/FC_Metz_logo.svg,20086
406,406,2008/2009,France Ligue 1,FC Nantes,9,10,19,33,54,37,-21,19,-1.525278,47.255556,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/FC_Nantes_2019_logo.svg/langfr-260px-FC_Nantes_2019_logo.svg.png,20087
407,407,2013/2014,France Ligue 1,FC Nantes,13,10,15,40,43,49,-3,8,-1.525278,47.255556,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/FC_Nantes_2019_logo.svg/langfr-260px-FC_Nantes_2019_logo.svg.png,20087
408,408,2014/2015,France Ligue 1,FC Nantes,11,12,15,29,40,45,-11,14,-1.525278,47.255556,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/FC_Nantes_2019_logo.svg/langfr-260px-FC_Nantes_2019_logo.svg.png,20087
409,409,2015/2016,France Ligue 1,FC Nantes,12,12,14,33,44,48,-11,14,-1.525278,47.255556,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/FC_Nantes_2019_logo.svg/langfr-260px-FC_Nantes_2019_logo.svg.png,20087
410,410,2008/2009,Portugal Liga ZON Sagres,FC Paços de Ferreira,9,7,14,37,42,34,-5,10,-8.385581,41.271353,https://upload.wikimedia.org/wikipedia/en/7/73/F.C._Pa%C3%A7os_de_Ferreira.svg,20088
411,411,2009/2010,Portugal Liga ZON Sagres,FC Paços de Ferreira,8,11,11,32,37,35,-5,9,-8.385581,41.271353,https://upload.wikimedia.org/wikipedia/en/7/73/F.C._Pa%C3%A7os_de_Ferreira.svg,20088
412,412,2010/2011,Portugal Liga ZON Sagres,FC Paços de Ferreira,10,11,9,35,42,41,-7,7,-8.385581,41.271353,https://upload.wikimedia.org/wikipedia/en/7/73/F.C._Pa%C3%A7os_de_Ferreira.svg,20088
413,413,2011/2012,Portugal Liga ZON Sagres,FC Paços de Ferreira,8,7,15,35,53,31,-18,10,-8.385581,41.271353,https://upload.wikimedia.org/wikipedia/en/7/73/F.C._Pa%C3%A7os_de_Ferreira.svg,20088
414,414,2012/2013,Portugal Liga ZON Sagres,FC Paços de Ferreira,14,12,4,42,29,54,13,3,-8.385581,41.271353,https://upload.wikimedia.org/wikipedia/en/7/73/F.C._Pa%C3%A7os_de_Ferreira.svg,20088
415,415,2013/2014,Portugal Liga ZON Sagres,FC Paços de Ferreira,6,6,18,28,59,24,-31,16,-8.385581,41.271353,https://upload.wikimedia.org/wikipedia/en/7/73/F.C._Pa%C3%A7os_de_Ferreira.svg,20088
416,416,2014/2015,Portugal Liga ZON Sagres,FC Paços de Ferreira,12,11,11,40,45,47,-5,8,-8.385581,41.271353,https://upload.wikimedia.org/wikipedia/en/7/73/F.C._Pa%C3%A7os_de_Ferreira.svg,20088
417,417,2015/2016,Portugal Liga ZON Sagres,FC Paços de Ferreira,13,10,11,43,42,49,1,7,-8.385581,41.271353,https://upload.wikimedia.org/wikipedia/en/7/73/F.C._Pa%C3%A7os_de_Ferreira.svg,20088
418,418,2014/2015,Portugal Liga ZON Sagres,FC Penafiel,5,7,22,29,69,22,-40,18,-8.277919,41.2117,https://upload.wikimedia.org/wikipedia/commons/d/d6/LOGO_FC_PENAFIEL_PNG.png,20089
419,419,2008/2009,Portugal Liga ZON Sagres,FC Porto,21,7,2,61,18,70,43,1,-8.544874,41.066863,https://upload.wikimedia.org/wikipedia/en/f/f1/FC_Porto.svg,20090
420,420,2009/2010,Portugal Liga ZON Sagres,FC Porto,21,5,4,70,26,68,44,3,-8.544874,41.066863,https://upload.wikimedia.org/wikipedia/en/f/f1/FC_Porto.svg,20090
421,421,2010/2011,Portugal Liga ZON Sagres,FC Porto,27,3,0,73,16,84,57,1,-8.544874,41.066863,https://upload.wikimedia.org/wikipedia/en/f/f1/FC_Porto.svg,20090
422,422,2011/2012,Portugal Liga ZON Sagres,FC Porto,23,6,1,69,19,75,50,1,-8.544874,41.066863,https://upload.wikimedia.org/wikipedia/en/f/f1/FC_Porto.svg,20090
423,423,2012/2013,Portugal Liga ZON Sagres,FC Porto,24,6,0,70,14,78,56,1,-8.544874,41.066863,https://upload.wikimedia.org/wikipedia/en/f/f1/FC_Porto.svg,20090
424,424,2013/2014,Portugal Liga ZON Sagres,FC Porto,19,4,7,57,25,61,32,3,-8.544874,41.066863,https://upload.wikimedia.org/wikipedia/en/f/f1/FC_Porto.svg,20090
425,425,2014/2015,Portugal Liga ZON Sagres,FC Porto,25,7,2,74,13,82,61,2,-8.544874,41.066863,https://upload.wikimedia.org/wikipedia/en/f/f1/FC_Porto.svg,20090
426,426,2015/2016,Portugal Liga ZON Sagres,FC Porto,23,4,7,67,30,73,37,3,-8.544874,41.066863,https://upload.wikimedia.org/wikipedia/en/f/f1/FC_Porto.svg,20090
427,427,2008/2009,Germany 1. Bundesliga,FC Schalke 04,14,8,12,47,35,50,12,8,7.067588888,51.55450278,https://upload.wikimedia.org/wikipedia/commons/6/6d/FC_Schalke_04_Logo.svg,20091
428,428,2009/2010,Germany 1. Bundesliga,FC Schalke 04,19,8,7,53,31,65,22,2,7.067588888,51.55450278,https://upload.wikimedia.org/wikipedia/commons/6/6d/FC_Schalke_04_Logo.svg,20091
429,429,2010/2011,Germany 1. Bundesliga,FC Schalke 04,11,7,16,38,44,40,-6,14,7.067588888,51.55450278,https://upload.wikimedia.org/wikipedia/commons/6/6d/FC_Schalke_04_Logo.svg,20091
430,430,2011/2012,Germany 1. Bundesliga,FC Schalke 04,20,4,10,74,44,64,30,3,7.067588888,51.55450278,https://upload.wikimedia.org/wikipedia/commons/6/6d/FC_Schalke_04_Logo.svg,20091
431,431,2012/2013,Germany 1. Bundesliga,FC Schalke 04,16,7,11,58,50,55,8,4,7.067588888,51.55450278,https://upload.wikimedia.org/wikipedia/commons/6/6d/FC_Schalke_04_Logo.svg,20091
432,432,2013/2014,Germany 1. Bundesliga,FC Schalke 04,19,7,8,63,43,64,20,3,7.067588888,51.55450278,https://upload.wikimedia.org/wikipedia/commons/6/6d/FC_Schalke_04_Logo.svg,20091
433,433,2014/2015,Germany 1. Bundesliga,FC Schalke 04,13,9,12,42,40,48,2,6,7.067588888,51.55450278,https://upload.wikimedia.org/wikipedia/commons/6/6d/FC_Schalke_04_Logo.svg,20091
434,434,2015/2016,Germany 1. Bundesliga,FC Schalke 04,15,7,12,51,49,52,2,5,7.067588888,51.55450278,https://upload.wikimedia.org/wikipedia/commons/6/6d/FC_Schalke_04_Logo.svg,20091
435,435,2008/2009,Switzerland Super League,FC Sion,9,10,17,44,60,37,-16,8,7.376389,46.233333,https://upload.wikimedia.org/wikipedia/en/0/02/FC_Sion.png,20092
436,436,2009/2010,Switzerland Super League,FC Sion,14,9,13,63,57,51,6,5,7.376389,46.233333,https://upload.wikimedia.org/wikipedia/en/0/02/FC_Sion.png,20092
437,437,2010/2011,Switzerland Super League,FC Sion,15,9,12,47,36,54,11,4,7.376389,46.233333,https://upload.wikimedia.org/wikipedia/en/0/02/FC_Sion.png,20092
438,438,2011/2012,Switzerland Super League,FC Sion,15,8,11,40,35,53,5,3,7.376389,46.233333,https://upload.wikimedia.org/wikipedia/en/0/02/FC_Sion.png,20092
439,439,2012/2013,Switzerland Super League,FC Sion,13,9,14,40,54,48,-14,6,7.376389,46.233333,https://upload.wikimedia.org/wikipedia/en/0/02/FC_Sion.png,20092
440,440,2013/2014,Switzerland Super League,FC Sion,12,7,17,38,45,43,-7,8,7.376389,46.233333,https://upload.wikimedia.org/wikipedia/en/0/02/FC_Sion.png,20092
441,441,2014/2015,Switzerland Super League,FC Sion,12,9,15,47,48,45,-1,7,7.376389,46.233333,https://upload.wikimedia.org/wikipedia/en/0/02/FC_Sion.png,20092
442,442,2015/2016,Switzerland Super League,FC Sion,14,8,14,52,49,50,3,5,7.376389,46.233333,https://upload.wikimedia.org/wikipedia/en/0/02/FC_Sion.png,20092
443,443,2008/2009,France Ligue 1,FC Sochaux-Montbéliard,10,12,16,40,48,42,-8,14,6.811094,47.512403,https://upload.wikimedia.org/wikipedia/en/7/7c/FC_Sochaux-Montbeliard_logo.svg,20093
444,444,2009/2010,France Ligue 1,FC Sochaux-Montbéliard,11,8,19,28,52,41,-24,16,6.811094,47.512403,https://upload.wikimedia.org/wikipedia/en/7/7c/FC_Sochaux-Montbeliard_logo.svg,20093
445,445,2010/2011,France Ligue 1,FC Sochaux-Montbéliard,17,7,14,60,43,58,17,5,6.811094,47.512403,https://upload.wikimedia.org/wikipedia/en/7/7c/FC_Sochaux-Montbeliard_logo.svg,20093
446,446,2011/2012,France Ligue 1,FC Sochaux-Montbéliard,11,9,18,40,60,42,-20,14,6.811094,47.512403,https://upload.wikimedia.org/wikipedia/en/7/7c/FC_Sochaux-Montbeliard_logo.svg,20093
447,447,2012/2013,France Ligue 1,FC Sochaux-Montbéliard,10,11,17,41,57,41,-16,16,6.811094,47.512403,https://upload.wikimedia.org/wikipedia/en/7/7c/FC_Sochaux-Montbeliard_logo.svg,20093
448,448,2013/2014,France Ligue 1,FC Sochaux-Montbéliard,10,10,18,37,61,40,-24,18,6.811094,47.512403,https://upload.wikimedia.org/wikipedia/en/7/7c/FC_Sochaux-Montbeliard_logo.svg,20093
449,449,2009/2010,Switzerland Super League,FC St. Gallen,13,7,16,53,56,46,-3,6,9.306389,47.408333,https://upload.wikimedia.org/wikipedia/commons/e/e3/FC_St._Gallen_logo.svg,20094
450,450,2010/2011,Switzerland Super League,FC St. Gallen,8,7,21,34,67,31,-33,10,9.306389,47.408333,https://upload.wikimedia.org/wikipedia/commons/e/e3/FC_St._Gallen_logo.svg,20094
451,451,2012/2013,Switzerland Super League,FC St. Gallen,17,8,11,54,36,59,18,3,9.306389,47.408333,https://upload.wikimedia.org/wikipedia/commons/e/e3/FC_St._Gallen_logo.svg,20094
452,452,2013/2014,Switzerland Super League,FC St. Gallen,11,12,13,37,47,45,-10,7,9.306389,47.408333,https://upload.wikimedia.org/wikipedia/commons/e/e3/FC_St._Gallen_logo.svg,20094
453,453,2014/2015,Switzerland Super League,FC St. Gallen,13,8,15,57,65,47,-8,6,9.306389,47.408333,https://upload.wikimedia.org/wikipedia/commons/e/e3/FC_St._Gallen_logo.svg,20094
454,454,2015/2016,Switzerland Super League,FC St. Gallen,10,8,18,41,66,38,-25,7,9.306389,47.408333,https://upload.wikimedia.org/wikipedia/commons/e/e3/FC_St._Gallen_logo.svg,20094
455,455,2010/2011,Germany 1. Bundesliga,FC St. Pauli,8,5,21,35,68,29,-33,18,9.967778,53.554444,https://upload.wikimedia.org/wikipedia/en/thumb/8/8f/FC_St._Pauli_logo_%282018%29.svg/360px-FC_St._Pauli_logo_%282018%29.svg.png,20095
456,456,2010/2011,Switzerland Super League,FC Thun,11,16,9,48,43,49,5,5,7.606075,46.744817,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/FC_Thun_Logo_2011.svg/300px-FC_Thun_Logo_2011.svg.png,20096
457,457,2011/2012,Switzerland Super League,FC Thun,11,10,13,38,41,43,-3,6,7.606075,46.744817,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/FC_Thun_Logo_2011.svg/300px-FC_Thun_Logo_2011.svg.png,20096
458,458,2012/2013,Switzerland Super League,FC Thun,13,9,14,44,46,48,-2,5,7.606075,46.744817,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/FC_Thun_Logo_2011.svg/300px-FC_Thun_Logo_2011.svg.png,20096
459,459,2013/2014,Switzerland Super League,FC Thun,13,9,14,57,53,48,4,6,7.606075,46.744817,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/FC_Thun_Logo_2011.svg/300px-FC_Thun_Logo_2011.svg.png,20096
460,460,2014/2015,Switzerland Super League,FC Thun,13,13,10,47,45,52,2,4,7.606075,46.744817,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/FC_Thun_Logo_2011.svg/300px-FC_Thun_Logo_2011.svg.png,20096
461,461,2015/2016,Switzerland Super League,FC Thun,10,11,15,45,54,41,-9,6,7.606075,46.744817,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/FC_Thun_Logo_2011.svg/300px-FC_Thun_Logo_2011.svg.png,20096
462,462,2008/2009,Netherlands Eredivisie,FC Twente,20,9,5,62,31,69,31,2,6.8375,52.23666667,https://upload.wikimedia.org/wikipedia/en/e/e3/FC_Twente.svg,20097
463,463,2009/2010,Netherlands Eredivisie,FC Twente,27,5,2,63,23,86,40,1,6.8375,52.23666667,https://upload.wikimedia.org/wikipedia/en/e/e3/FC_Twente.svg,20097
464,464,2010/2011,Netherlands Eredivisie,FC Twente,21,8,5,65,34,71,31,2,6.8375,52.23666667,https://upload.wikimedia.org/wikipedia/en/e/e3/FC_Twente.svg,20097
465,465,2011/2012,Netherlands Eredivisie,FC Twente,17,9,8,82,46,60,36,6,6.8375,52.23666667,https://upload.wikimedia.org/wikipedia/en/e/e3/FC_Twente.svg,20097
466,466,2012/2013,Netherlands Eredivisie,FC Twente,17,11,6,60,33,62,27,6,6.8375,52.23666667,https://upload.wikimedia.org/wikipedia/en/e/e3/FC_Twente.svg,20097
467,467,2013/2014,Netherlands Eredivisie,FC Twente,17,12,5,72,37,63,35,3,6.8375,52.23666667,https://upload.wikimedia.org/wikipedia/en/e/e3/FC_Twente.svg,20097
468,468,2014/2015,Netherlands Eredivisie,FC Twente,13,10,11,56,51,49,5,8,6.8375,52.23666667,https://upload.wikimedia.org/wikipedia/en/e/e3/FC_Twente.svg,20097
469,469,2015/2016,Netherlands Eredivisie,FC Twente,12,7,15,49,64,43,-15,12,6.8375,52.23666667,https://upload.wikimedia.org/wikipedia/en/e/e3/FC_Twente.svg,20097
470,470,2008/2009,Netherlands Eredivisie,FC Utrecht,11,11,12,41,44,44,-3,9,5.145833333,52.07833333,https://upload.wikimedia.org/wikipedia/commons/4/48/FC_Utrecht.svg,20098
471,471,2009/2010,Netherlands Eredivisie,FC Utrecht,14,11,9,39,33,53,6,7,5.145833333,52.07833333,https://upload.wikimedia.org/wikipedia/commons/4/48/FC_Utrecht.svg,20098
472,472,2010/2011,Netherlands Eredivisie,FC Utrecht,13,8,13,55,51,47,4,9,5.145833333,52.07833333,https://upload.wikimedia.org/wikipedia/commons/4/48/FC_Utrecht.svg,20098
473,473,2011/2012,Netherlands Eredivisie,FC Utrecht,11,10,13,55,58,43,-3,11,5.145833333,52.07833333,https://upload.wikimedia.org/wikipedia/commons/4/48/FC_Utrecht.svg,20098
474,474,2012/2013,Netherlands Eredivisie,FC Utrecht,19,6,9,55,41,63,14,5,5.145833333,52.07833333,https://upload.wikimedia.org/wikipedia/commons/4/48/FC_Utrecht.svg,20098
475,475,2013/2014,Netherlands Eredivisie,FC Utrecht,11,8,15,46,65,41,-19,10,5.145833333,52.07833333,https://upload.wikimedia.org/wikipedia/commons/4/48/FC_Utrecht.svg,20098
476,476,2014/2015,Netherlands Eredivisie,FC Utrecht,11,8,15,60,62,41,-2,11,5.145833333,52.07833333,https://upload.wikimedia.org/wikipedia/commons/4/48/FC_Utrecht.svg,20098
477,477,2015/2016,Netherlands Eredivisie,FC Utrecht,15,8,11,57,48,53,9,5,5.145833333,52.07833333,https://upload.wikimedia.org/wikipedia/commons/4/48/FC_Utrecht.svg,20098
478,478,2008/2009,Switzerland Super League,FC Vaduz,5,7,24,28,85,22,-57,10,9.510277777,47.14027778,https://upload.wikimedia.org/wikipedia/en/c/c5/FC_Vaduz_logo.svg,20099
479,479,2014/2015,Switzerland Super League,FC Vaduz,7,10,19,28,59,31,-31,9,9.510277777,47.14027778,https://upload.wikimedia.org/wikipedia/en/c/c5/FC_Vaduz_logo.svg,20099
480,480,2015/2016,Switzerland Super League,FC Vaduz,7,15,14,44,60,36,-16,8,9.510277777,47.14027778,https://upload.wikimedia.org/wikipedia/en/c/c5/FC_Vaduz_logo.svg,20099
481,481,2008/2009,Netherlands Eredivisie,FC Volendam,7,8,19,38,67,29,-29,18,5.066389,52.494444,https://upload.wikimedia.org/wikipedia/en/7/78/Logo_FC_Volendam.png,20100
482,482,2008/2009,Switzerland Super League,FC Zürich,24,7,5,80,36,79,44,1,8.503801,47.382791,https://upload.wikimedia.org/wikipedia/en/4/41/FC_Z%C3%BCrich_logo.svg,20101
483,483,2009/2010,Switzerland Super League,FC Zürich,12,9,15,55,58,45,-3,7,8.503801,47.382791,https://upload.wikimedia.org/wikipedia/en/4/41/FC_Z%C3%BCrich_logo.svg,20101
484,484,2010/2011,Switzerland Super League,FC Zürich,21,9,6,74,44,72,30,2,8.503801,47.382791,https://upload.wikimedia.org/wikipedia/en/4/41/FC_Z%C3%BCrich_logo.svg,20101
485,485,2011/2012,Switzerland Super League,FC Zürich,11,8,15,43,44,41,-1,7,8.503801,47.382791,https://upload.wikimedia.org/wikipedia/en/4/41/FC_Z%C3%BCrich_logo.svg,20101
486,486,2012/2013,Switzerland Super League,FC Zürich,16,7,13,62,48,55,14,4,8.503801,47.382791,https://upload.wikimedia.org/wikipedia/en/4/41/FC_Z%C3%BCrich_logo.svg,20101
487,487,2013/2014,Switzerland Super League,FC Zürich,14,8,14,51,52,50,-1,5,8.503801,47.382791,https://upload.wikimedia.org/wikipedia/en/4/41/FC_Z%C3%BCrich_logo.svg,20101
488,488,2014/2015,Switzerland Super League,FC Zürich,15,8,13,55,48,53,7,3,8.503801,47.382791,https://upload.wikimedia.org/wikipedia/en/4/41/FC_Z%C3%BCrich_logo.svg,20101
489,489,2015/2016,Switzerland Super League,FC Zürich,7,13,16,48,71,34,-23,10,8.503801,47.382791,https://upload.wikimedia.org/wikipedia/en/4/41/FC_Z%C3%BCrich_logo.svg,20101
490,490,2008/2009,Belgium Jupiler League,FCV Dender EH,9,8,17,44,58,35,-14,15,4.072645755,50.88402797,https://upload.wikimedia.org/wikipedia/en/9/98/FCVDenderEH.png,20102
491,491,2011/2012,Portugal Liga ZON Sagres,Feirense,5,9,16,27,49,24,-22,15,-8.545814,40.926689,https://upload.wikimedia.org/wikipedia/en/2/2a/CD_Feirense.png,20103
492,492,2008/2009,Netherlands Eredivisie,Feyenoord,12,9,13,54,46,45,8,7,4.523252777,51.89389444,https://upload.wikimedia.org/wikipedia/en/e/e3/Feyenoord_logo.svg,20104
493,493,2009/2010,Netherlands Eredivisie,Feyenoord,17,12,5,54,31,63,23,4,4.523252777,51.89389444,https://upload.wikimedia.org/wikipedia/en/e/e3/Feyenoord_logo.svg,20104
494,494,2010/2011,Netherlands Eredivisie,Feyenoord,12,8,14,53,54,44,-1,10,4.523252777,51.89389444,https://upload.wikimedia.org/wikipedia/en/e/e3/Feyenoord_logo.svg,20104
495,495,2011/2012,Netherlands Eredivisie,Feyenoord,21,7,6,70,37,70,33,2,4.523252777,51.89389444,https://upload.wikimedia.org/wikipedia/en/e/e3/Feyenoord_logo.svg,20104
496,496,2012/2013,Netherlands Eredivisie,Feyenoord,21,6,7,64,38,69,26,3,4.523252777,51.89389444,https://upload.wikimedia.org/wikipedia/en/e/e3/Feyenoord_logo.svg,20104
497,497,2013/2014,Netherlands Eredivisie,Feyenoord,20,7,7,76,40,67,36,2,4.523252777,51.89389444,https://upload.wikimedia.org/wikipedia/en/e/e3/Feyenoord_logo.svg,20104
498,498,2014/2015,Netherlands Eredivisie,Feyenoord,17,8,9,56,39,59,17,4,4.523252777,51.89389444,https://upload.wikimedia.org/wikipedia/en/e/e3/Feyenoord_logo.svg,20104
499,499,2015/2016,Netherlands Eredivisie,Feyenoord,19,6,9,62,40,63,22,3,4.523252777,51.89389444,https://upload.wikimedia.org/wikipedia/en/e/e3/Feyenoord_logo.svg,20104
500,500,2008/2009,Italy Serie A,Fiorentina,21,5,12,53,38,68,15,5,11.282258,43.780822,https://upload.wikimedia.org/wikipedia/commons/7/79/ACF_Fiorentina.svg,20105
501,501,2009/2010,Italy Serie A,Fiorentina,13,8,17,48,47,47,1,11,11.282258,43.780822,https://upload.wikimedia.org/wikipedia/commons/7/79/ACF_Fiorentina.svg,20105
502,502,2010/2011,Italy Serie A,Fiorentina,12,15,11,49,44,51,5,9,11.282258,43.780822,https://upload.wikimedia.org/wikipedia/commons/7/79/ACF_Fiorentina.svg,20105
503,503,2011/2012,Italy Serie A,Fiorentina,10,12,12,32,38,42,-6,14,11.282258,43.780822,https://upload.wikimedia.org/wikipedia/commons/7/79/ACF_Fiorentina.svg,20105
504,504,2012/2013,Italy Serie A,Fiorentina,21,7,10,72,44,70,28,4,11.282258,43.780822,https://upload.wikimedia.org/wikipedia/commons/7/79/ACF_Fiorentina.svg,20105
505,505,2013/2014,Italy Serie A,Fiorentina,19,8,11,65,44,65,21,4,11.282258,43.780822,https://upload.wikimedia.org/wikipedia/commons/7/79/ACF_Fiorentina.svg,20105
506,506,2014/2015,Italy Serie A,Fiorentina,18,10,10,61,46,64,15,4,11.282258,43.780822,https://upload.wikimedia.org/wikipedia/commons/7/79/ACF_Fiorentina.svg,20105
507,507,2015/2016,Italy Serie A,Fiorentina,18,10,10,60,42,64,18,5,11.282258,43.780822,https://upload.wikimedia.org/wikipedia/commons/7/79/ACF_Fiorentina.svg,20105
508,508,2012/2013,Germany 1. Bundesliga,Fortuna Düsseldorf,7,9,18,39,57,30,-18,17,6.733083,51.261539,https://upload.wikimedia.org/wikipedia/commons/9/94/Fortuna_D%C3%BCsseldorf.svg,20106
509,509,2015/2016,Italy Serie A,Frosinone,8,7,23,35,76,31,-41,19,13.321866,41.63426,https://upload.wikimedia.org/wikipedia/en/0/0b/Frosinone_Calcio_logo.svg,20107
