,season,League_name,team_long_name,age_mean,age_max,age_min,height_mean,height_max,height_min,weight_mean,weight_max,weight_min,right_foot,left_foot,nan_foot,best_player_name,rating,potential,speed,jumping,stamina,strength,url,player_idx,rank,width,team_idx
718,2011/2012,Spain LIGA BBVA,Levante UD,28.8,35,21,181.4,195.6,167.6,169.1,205,146,63.16,36.84,0.0,Arouna Kone,75.0,75.5,85.5,77.0,65.0,73.0,https://upload.wikimedia.org/wikipedia/commons/a/ad/Arouna_Kone_8963.JPG,10201,6.0,279,20155
719,2011/2012,Spain LIGA BBVA,Málaga CF,26.0,34,18,178.4,188.0,160.0,161.5,190,123,73.91,26.09,0.0,Santi Cazorla,84.0,87.0,79.0,69.0,76.5,65.0,https://upload.wikimedia.org/wikipedia/commons/a/af/Santi_Cazorla%2C_2012-08-18_%28cropped%29.jpg,10431,4.0,254,20168
720,2011/2012,Spain LIGA BBVA,RCD Espanyol,23.4,28,19,179.6,188.0,170.2,166.9,194,150,72.73,27.27,0.0,Joan Verdu,78.5,80.0,65.0,56.0,62.0,57.0,https://upload.wikimedia.org/wikipedia/commons/5/54/Joan_Verdu_2013_Catalonia.jpg,10432,14.0,273,20205
721,2011/2012,Spain LIGA BBVA,RCD Mallorca,24.1,36,17,181.1,190.5,172.7,169.0,192,154,69.57,30.43,0.0,Jonathan De Guzman,77.5,83.0,77.0,78.0,73.0,67.0,https://upload.wikimedia.org/wikipedia/commons/b/b5/Jonathan_de_Guzman_004_%28cropped%29.jpg,10433,8.0,289,20206
722,2011/2012,Spain LIGA BBVA,Racing Santander,24.4,36,17,181.5,193.0,167.6,167.4,203,146,68.0,32.0,0.0,Pedro Munitis,74.5,74.5,69.5,64.0,60.0,58.0,https://upload.wikimedia.org/wikipedia/commons/f/ff/Pedro_Munitis_2013.jpg,10257,20.0,420,20197
723,2011/2012,Spain LIGA BBVA,Rayo Vallecano,25.9,36,19,180.5,188.0,165.1,165.9,187,137,66.67,33.33,0.0,Diego Costa,75.5,80.0,80.0,51.0,66.0,79.0,https://upload.wikimedia.org/wikipedia/commons/4/45/Diego_Costa_2019.jpg,10434,15.0,289,20200
724,2011/2012,Spain LIGA BBVA,Real Betis Balompié,25.8,31,16,177.7,193.0,167.6,158.4,192,134,77.27,22.73,0.0,Roque Santa Cruz,78.0,78.0,59.5,63.0,63.0,81.0,https://upload.wikimedia.org/wikipedia/commons/0/04/Roque_Luis_Santa_Cruz.jpg,10012,12.0,301,20208
725,2011/2012,Spain LIGA BBVA,Real Madrid CF,25.1,33,18,183.3,190.5,172.7,172.4,198,154,80.0,20.0,0.0,Cristiano Ronaldo,92.0,94.0,94.0,94.0,87.0,79.0,https://upload.wikimedia.org/wikipedia/commons/8/8c/Cristiano_Ronaldo_2018.jpg,10020,1.0,279,20209
726,2011/2012,Spain LIGA BBVA,Real Sociedad,24.2,32,18,182.9,193.0,172.7,169.3,190,148,63.64,31.82,4.54,Xabier Prieto,77.5,79.0,67.0,53.0,66.0,62.0,https://upload.wikimedia.org/wikipedia/commons/f/fe/Real_Sociedad_-_Red_Bull_Salzburgo_26_%2839594403074%29_%28cropped%29.jpg,10343,11.0,315,20210
727,2011/2012,Spain LIGA BBVA,Real Sporting de Gijón,25.8,33,19,179.6,190.5,167.6,164.3,187,146,83.33,16.67,0.0,Alberto Botia,77.0,80.0,66.0,78.0,72.0,80.5,https://upload.wikimedia.org/wikipedia/commons/2/21/Albertobotia.png,10435,19.0,360,20211
728,2011/2012,Spain LIGA BBVA,Real Zaragoza,26.4,33,20,180.5,190.5,172.7,167.8,187,150,86.36,13.64,0.0,Helder Postiga,77.0,77.0,75.0,80.0,79.0,65.0,https://upload.wikimedia.org/wikipedia/commons/0/0b/DEP-GET_072_1200_%2815516752520%29.jpg,10436,16.0,342,20213
729,2011/2012,Spain LIGA BBVA,Sevilla FC,24.9,33,18,180.8,195.6,170.2,166.3,201,132,68.18,31.82,0.0,Jesus Navas,84.0,86.5,91.0,70.0,75.0,49.0,https://upload.wikimedia.org/wikipedia/commons/7/7e/Jes%C3%BAs_Navas.jpg,10345,9.0,280,20235
730,2011/2012,Spain LIGA BBVA,Valencia CF,25.4,33,18,179.8,190.5,162.6,167.4,194,139,69.57,30.43,0.0,Roberto Soldado,83.0,85.5,76.5,80.0,75.0,76.0,https://upload.wikimedia.org/wikipedia/commons/a/ac/Soldado_Spain.png,10437,3.0,316,20272
731,2011/2012,Spain LIGA BBVA,Villarreal CF,25.3,34,20,178.4,188.0,170.2,162.3,181,137,63.64,36.36,0.0,Giuseppe Rossi,84.5,87.0,82.5,67.0,71.0,58.0,https://upload.wikimedia.org/wikipedia/commons/d/da/Giuseppe_Rossi_-_RC_Celta_de_Vigo.jpg,10260,18.0,306,20277
732,2011/2012,Switzerland Super League,BSC Young Boys,24.2,33,18,181.5,190.5,172.7,171.4,194,157,66.67,29.17,4.16,Josh Simpson,74.0,76.0,84.0,72.0,71.0,62.0,0,40098,4.0,336,20037
733,2011/2012,Switzerland Super League,FC Basel,24.3,35,18,181.5,195.6,170.2,169.3,198,139,66.67,25.0,8.33,Alexander Frei,77.5,77.5,65.5,72.5,63.0,72.0,https://upload.wikimedia.org/wikipedia/commons/b/b7/Alex_Frei.jpg,10050,1.0,309,20077
734,2011/2012,Switzerland Super League,FC Lausanne-Sports,24.6,32,17,180.8,193.0,170.2,165.9,194,137,77.27,18.18,4.55,Sebastian Meoli,81.0,87.0,88.5,45.0,69.0,26.5,0,40099,8.0,420,20083
735,2011/2012,Switzerland Super League,FC Luzern,24.8,34,18,180.1,193.0,170.2,164.4,194,137,70.0,30.0,0.0,Hakan Yakin,73.0,73.0,50.0,65.0,55.0,70.0,https://upload.wikimedia.org/wikipedia/commons/8/80/Hakan_Yakin_-_Gare_de_Berne_le_16-11-2006.jpg,10263,2.0,560,20085
736,2011/2012,Switzerland Super League,FC Sion,25.5,35,20,183.0,193.0,175.3,168.1,198,150,59.26,40.74,0.0,Giovanni Sio,72.0,80.0,91.0,66.5,75.5,61.5,https://upload.wikimedia.org/wikipedia/commons/b/be/Stade_rennais_-_Le_Havre_AC_20150708_12.JPG,10438,3.0,308,20092
737,2011/2012,Switzerland Super League,FC Thun,25.2,35,18,179.2,188.0,172.7,163.2,183,146,68.18,31.82,0.0,Saif Ghezal,69.0,70.0,65.0,83.5,61.0,78.0,https://upload.wikimedia.org/wikipedia/commons/5/59/Sa%C3%AFf_Ghezal_-_Lausanne_Sport_vs._FC_Thun_-_22.10.2011.jpg,10439,6.0,630,20096
738,2011/2012,Switzerland Super League,FC Zürich,23.1,32,18,182.1,190.5,170.2,170.0,192,148,65.52,34.48,0.0,Dusan Djuric,74.0,80.0,72.5,66.5,71.5,69.5,https://upload.wikimedia.org/wikipedia/commons/5/5a/Dusan_Djuric_%28premier_match_%C3%A0_Valenciennes%29.JPG,10440,7.0,281,20101
739,2011/2012,Switzerland Super League,Grasshopper Club Zürich,23.0,34,18,179.0,190.5,170.2,165.1,198,143,78.26,21.74,0.0,Daniel de Ridder,69.5,73.0,70.5,68.5,65.5,55.0,https://upload.wikimedia.org/wikipedia/commons/6/6a/CELTAriddersign02.jpg,10441,10.0,410,20117
740,2011/2012,Switzerland Super League,Neuchâtel Xamax,23.7,31,19,181.1,188.0,172.7,168.3,187,154,70.59,29.41,0.0,David Navarro,74.5,74.5,68.5,76.0,53.5,78.0,0,40100,9.0,235,20173
741,2011/2012,Switzerland Super League,Servette FC,24.7,33,18,181.4,193.0,170.2,165.9,198,141,76.19,23.81,0.0,Carlos Saleiro,70.0,76.0,65.5,70.5,74.5,70.5,0,40101,5.0,336,20234
742,2012/2013,Belgium Jupiler League,Beerschot AC,23.8,32,17,181.8,198.1,172.7,169.7,201,134,66.67,33.33,0.0,Hernan Losada,71.0,71.0,64.2,63.0,65.6,49.6,https://upload.wikimedia.org/wikipedia/commons/1/11/Hernan_losada-1494348942.JPG,10271,15.0,332,20026
743,2012/2013,Belgium Jupiler League,Club Brugge KV,25.0,33,18,181.6,193.0,172.7,169.7,201,139,76.92,23.08,0.0,Carlos Bacca,73.6,74.6,84.2,69.6,69.4,68.8,https://upload.wikimedia.org/wikipedia/commons/b/b0/Carlos_Bacca%2C_2012-07-17.jpg,10442,4.0,242,20052
744,2012/2013,Belgium Jupiler League,KAA Gent,24.5,34,17,181.4,190.5,172.7,169.0,190,132,75.0,25.0,0.0,Ilombe Mboyo,71.6,73.8,75.3,75.4,76.9,82.7,https://upload.wikimedia.org/wikipedia/commons/a/aa/Ilombe_Mboyo.jpg,10443,11.0,280,20134
745,2012/2013,Belgium Jupiler League,KRC Genk,24.1,31,17,182.4,195.6,170.2,168.0,196,146,86.36,13.64,0.0,Kara Mbodji,75.0,81.3,72.3,79.3,85.3,89.0,https://upload.wikimedia.org/wikipedia/commons/6/61/Kara_Mbodj_%28cropped%29.jpg,10444,3.0,252,20139
746,2012/2013,Belgium Jupiler League,KSV Cercle Brugge,25.3,34,19,183.7,198.1,167.6,170.2,198,143,75.0,25.0,0.0,Eidur Gudjohnsen,72.0,72.0,59.0,59.0,55.8,68.0,https://upload.wikimedia.org/wikipedia/commons/f/f5/Ei%C3%B0ur_Gu%C3%B0johnsen_2018.jpg,10445,16.0,419,20140
747,2012/2013,Belgium Jupiler League,KV Kortrijk,25.1,31,19,181.8,188.0,172.7,168.4,187,152,68.42,31.58,0.0,Ervin Zukanovic,69.5,72.5,54.5,54.8,66.5,82.0,https://upload.wikimedia.org/wikipedia/commons/1/16/20150331_2025_AUT_BIH_2147.jpg,10446,9.0,279,20142
748,2012/2013,Belgium Jupiler League,KV Mechelen,24.4,32,18,182.2,195.6,170.2,169.5,196,141,68.18,31.82,0.0,Mads Junker,70.7,70.7,70.7,56.3,73.3,70.7,https://upload.wikimedia.org/wikipedia/commons/9/94/Mads-junker-1344797225.jpg,10319,8.0,279,20143
749,2012/2013,Belgium Jupiler League,Lierse SK,24.2,31,19,180.1,193.0,165.1,164.6,198,137,72.0,24.0,4.0,Dolly Menga,67.0,74.7,91.4,77.7,54.3,61.4,0,40102,14.0,420,20156
750,2012/2013,Belgium Jupiler League,Oud-Heverlee Leuven,26.4,32,19,183.4,195.6,172.7,168.2,198,139,65.0,35.0,0.0,Ebrahima Ibou Sawaneh,70.2,72.2,81.0,81.6,70.0,64.0,0,40103,10.0,279,20181
751,2012/2013,Belgium Jupiler League,RAEC Mons,26.6,31,19,181.2,188.0,165.1,171.0,187,143,60.87,39.13,0.0,Jeremy Perbet,71.2,71.3,64.2,62.5,67.3,74.2,0,40104,7.0,336,20198
752,2012/2013,Belgium Jupiler League,RSC Anderlecht,25.1,32,18,183.7,193.0,172.7,169.6,207,139,80.95,19.05,0.0,Dieumerci Mbokani,78.3,79.0,84.0,82.7,79.0,82.3,https://upload.wikimedia.org/wikipedia/commons/9/94/Dieumerci_Mbokani_2013.jpg,10284,1.0,279,20221
753,2012/2013,Belgium Jupiler League,SV Zulte-Waregem,23.1,31,17,179.3,193.0,167.6,160.1,187,132,70.0,25.0,5.0,Franck Berrier,73.5,73.5,67.0,64.0,67.0,36.0,0,40037,2.0,279,20256
754,2012/2013,Belgium Jupiler League,Sporting Charleroi,23.6,28,18,181.8,195.6,167.6,168.0,192,137,68.0,28.0,4.0,Herve Kage,67.2,71.3,76.5,71.7,66.0,63.0,0,40105,12.0,420,20242
755,2012/2013,Belgium Jupiler League,Sporting Lokeren,25.4,34,18,180.8,190.5,170.2,170.2,192,148,55.0,45.0,0.0,Benjamin De Ceulaer,72.3,72.3,79.7,62.3,74.7,55.0,https://upload.wikimedia.org/wikipedia/commons/a/a0/Benji_De_Ceulaer.jpg,10358,5.0,306,20244
756,2012/2013,Belgium Jupiler League,Standard de Liège,22.8,30,18,180.7,190.5,170.2,169.3,198,143,60.71,35.71,3.58,Jelle van Damme,73.0,73.3,74.3,84.7,95.0,92.0,https://upload.wikimedia.org/wikipedia/commons/5/53/Jelle_Van_Damme_2014.jpg,10447,6.0,449,20251
757,2012/2013,Belgium Jupiler League,Waasland-Beveren,25.8,34,19,181.5,188.0,172.7,167.9,190,143,81.48,18.52,0.0,Christophe Lepoint,68.4,69.2,72.6,66.6,85.0,84.4,0,40106,13.0,336,20282
758,2012/2013,England Premier League,Arsenal,24.7,31,18,180.5,198.1,167.6,161.7,198,141,68.42,31.58,0.0,Santi Cazorla,84.3,85.6,75.0,69.0,76.0,59.0,https://upload.wikimedia.org/wikipedia/commons/a/af/Santi_Cazorla%2C_2012-08-18_%28cropped%29.jpg,10431,4.0,254,20015
759,2012/2013,England Premier League,Aston Villa,23.1,28,20,179.9,190.5,170.2,164.1,183,132,69.57,30.43,0.0,Darren Bent,81.2,81.2,87.4,78.0,67.0,69.0,https://upload.wikimedia.org/wikipedia/commons/9/96/Darren_Bent_26-04-2008_1.jpg,10171,15.0,305,20019
760,2012/2013,England Premier League,Chelsea,24.8,34,17,181.4,193.0,170.2,172.9,201,139,76.19,23.81,0.0,Juan Mata,86.0,87.4,73.6,72.0,74.9,56.0,https://upload.wikimedia.org/wikipedia/commons/3/31/Zarya-MU_%2810%29.jpg,10347,3.0,229,20050
761,2012/2013,England Premier League,Everton,26.9,35,18,180.6,193.0,170.2,167.3,194,141,77.78,22.22,0.0,Leighton Baines,81.7,83.5,80.3,72.0,86.3,68.0,https://upload.wikimedia.org/wikipedia/commons/c/c7/Baines_Leighton_126176_%28cropped%29.jpg,10448,6.0,341,20070
762,2012/2013,England Premier League,Fulham,27.3,35,18,181.6,195.6,170.2,167.3,203,146,62.5,37.5,0.0,Dimitar Berbatov,82.0,82.0,68.0,75.0,55.0,72.7,https://upload.wikimedia.org/wikipedia/commons/8/86/Mitko_Berbatov_cropped.jpg,10449,12.0,353,20108
763,2012/2013,England Premier League,Liverpool,23.3,34,16,181.8,195.6,167.6,166.7,187,137,72.73,27.27,0.0,Luis Suarez,85.8,87.1,78.0,69.0,84.7,76.0,https://upload.wikimedia.org/wikipedia/commons/7/71/Luis_Su%C3%A1rez_Atl%C3%A9tico_Madrid.jpg,10221,7.0,285,20157
764,2012/2013,England Premier League,Manchester City,25.3,31,17,181.7,193.0,170.2,171.1,198,143,68.18,31.82,0.0,David Silva,88.0,90.6,74.0,66.0,68.0,55.4,https://upload.wikimedia.org/wikipedia/commons/a/a6/David_Silva_2017.jpg,10361,2.0,279,20161
765,2012/2013,England Premier League,Manchester United,26.8,38,20,181.2,193.0,170.2,164.9,198,143,80.0,20.0,0.0,Robin van Persie,88.6,88.6,76.9,59.0,72.0,72.0,https://upload.wikimedia.org/wikipedia/commons/6/65/Loco-Fener_%2810%29.jpg,10359,1.0,343,20162
766,2012/2013,England Premier League,Newcastle United,24.6,30,18,181.6,193.0,167.6,173.0,209,143,79.17,20.83,0.0,Demba Ba,82.0,83.7,83.0,78.0,75.0,88.2,https://upload.wikimedia.org/wikipedia/commons/2/2a/Demba_Ba_BJK%2714.JPG,10279,16.0,291,20174
767,2012/2013,England Premier League,Norwich City,25.7,31,18,182.4,193.0,167.6,167.3,198,143,63.64,36.36,0.0,Wesley Hoolahan,75.7,75.7,68.0,75.0,69.0,46.0,https://upload.wikimedia.org/wikipedia/commons/9/9f/FIFA_WC-qualification_2014_-_Austria_vs_Ireland_2013-09-10_-_Wes_Hoolahan_12.JPG,10362,11.0,223,20175
768,2012/2013,England Premier League,Queens Park Rangers,27.2,34,19,180.5,193.0,165.1,169.7,220,141,75.0,25.0,0.0,Loic Remy,79.5,84.2,93.0,91.0,75.0,72.0,https://upload.wikimedia.org/wikipedia/commons/8/8b/Chelsea_2_West_Brom_0_The_Blues_go_marching_on_%2815672771328%29.jpg,10187,20.0,241,20196
769,2012/2013,England Premier League,Reading,26.2,34,20,181.5,193.0,170.2,172.0,203,141,70.83,29.17,0.0,Pavel Pogrebnyak,75.5,75.5,68.0,54.5,68.5,85.5,https://upload.wikimedia.org/wikipedia/commons/f/fd/SM-Tosno_%2811%29.jpg,10450,19.0,402,20207
770,2012/2013,England Premier League,Southampton,24.2,30,16,181.6,193.0,172.7,165.1,183,146,72.22,27.78,0.0,Gaston Ramirez,78.7,86.0,82.0,73.0,72.9,66.2,https://upload.wikimedia.org/wikipedia/commons/7/72/U18_Gast%C3%B3n_Ram%C3%ADrez_7509.jpg,10451,14.0,280,20240
771,2012/2013,England Premier League,Stoke City,27.1,33,23,185.3,200.7,172.7,171.8,194,141,83.33,16.67,0.0,Matthew Etherington,77.7,77.7,83.3,66.0,77.3,69.0,https://upload.wikimedia.org/wikipedia/commons/4/46/Matt_Etherington_at_the_Boleyn_Ground_2015.jpg,10363,13.0,399,20252
772,2012/2013,England Premier League,Sunderland,25.6,31,19,180.0,190.5,167.6,169.6,198,139,60.0,40.0,0.0,Stephane Sessegnon,81.6,82.6,83.2,70.0,85.0,78.0,https://upload.wikimedia.org/wikipedia/commons/5/56/St%C3%A9phane_Sess%C3%A8gnon.jpg,10189,17.0,295,20253
773,2012/2013,England Premier League,Swansea City,25.6,33,19,179.4,193.0,167.6,169.3,207,137,80.95,19.05,0.0,Michu,77.2,81.0,64.8,65.0,71.0,76.0,https://upload.wikimedia.org/wikipedia/commons/f/fe/Michu_2013.jpg,10452,9.0,367,20257
774,2012/2013,England Premier League,Tottenham Hotspur,25.6,34,20,181.9,190.5,165.1,168.0,192,139,70.0,30.0,0.0,Gareth Bale,85.7,90.8,94.0,68.0,90.0,77.8,https://upload.wikimedia.org/wikipedia/commons/d/d4/AUT_vs._WAL_2016-10-06_%28155%29.jpg,10453,5.0,280,20261
775,2012/2013,England Premier League,West Bromwich Albion,26.8,33,19,184.2,195.6,175.3,175.7,207,141,76.19,23.81,0.0,Claudio Yacob,77.8,80.0,65.3,76.0,83.0,76.0,https://upload.wikimedia.org/wikipedia/commons/2/25/Claudio_Yacob_Fulham_v_WBA_%28cropped%29.jpg,10454,8.0,216,20284
776,2012/2013,England Premier League,West Ham United,26.8,32,18,183.2,190.5,170.2,170.1,198,134,72.73,27.27,0.0,Joe Cole,77.5,77.5,63.0,60.0,54.0,61.0,https://upload.wikimedia.org/wikipedia/commons/b/be/Joe_Cole_2011.jpg,10455,10.0,280,20285
777,2012/2013,England Premier League,Wigan Athletic,26.3,32,20,182.0,193.0,170.2,170.9,194,141,77.27,18.18,4.55,Arouna Kone,78.0,78.0,88.0,78.0,74.0,83.0,https://upload.wikimedia.org/wikipedia/commons/a/ad/Arouna_Kone_8963.JPG,10201,18.0,279,20287
778,2012/2013,France Ligue 1,AC Ajaccio,27.1,35,20,180.9,193.0,162.6,168.0,196,143,72.73,27.27,0.0,Adrian Mutu,75.5,75.5,76.0,64.0,58.0,70.0,https://upload.wikimedia.org/wikipedia/commons/2/2b/Adrian_Mutu_2.jpg,10070,15.0,385,20005
779,2012/2013,France Ligue 1,AS Nancy-Lorraine,23.5,32,19,179.9,195.6,162.6,169.3,205,126,81.82,18.18,0.0,Yohan Mollo,75.3,78.3,85.6,81.0,71.3,70.3,https://upload.wikimedia.org/wikipedia/commons/8/8f/Yohan_Mollo_2017.jpg,10456,18.0,386,20017
780,2012/2013,France Ligue 1,AS Saint-Étienne,25.8,32,17,182.2,190.5,170.2,172.8,212,148,70.0,30.0,0.0,Pierre-Emerick Aubameyang,79.4,83.6,94.0,75.8,79.8,69.6,https://upload.wikimedia.org/wikipedia/commons/4/40/1_Pierre-Emerick_Aubameyang.jpg,10457,5.0,262,20018
781,2012/2013,France Ligue 1,ES Troyes AC,25.4,35,16,178.8,188.0,162.6,162.2,179,141,71.43,28.57,0.0,Benjamin Nivet,74.5,74.5,50.5,46.0,61.5,56.0,https://upload.wikimedia.org/wikipedia/commons/4/47/Benjamin-nivet.jpg,10289,19.0,389,20068
782,2012/2013,France Ligue 1,FC Lorient,24.9,35,18,177.2,188.0,165.1,157.8,192,132,70.37,29.63,0.0,Bruno Ecuele Manga,78.5,82.0,67.0,83.0,66.0,81.5,https://upload.wikimedia.org/wikipedia/commons/5/50/FC_Lorient_-_May_24th_2013_training_-_Bruno_Ecuele_Manga_2.JPG,10371,8.0,387,20084
783,2012/2013,France Ligue 1,FC Sochaux-Montbéliard,23.8,32,19,179.9,193.0,170.2,165.5,194,134,63.64,36.36,0.0,Ryad Boudebouz,75.7,81.3,75.3,48.0,71.0,50.0,https://upload.wikimedia.org/wikipedia/commons/b/b9/Ryad_Boudebouz.jpg,10458,16.0,219,20093
784,2012/2013,France Ligue 1,Girondins de Bordeaux,25.8,31,19,180.0,193.0,170.2,167.6,194,143,75.0,25.0,0.0,Ludovic Obraniak,78.7,81.3,74.2,52.0,75.8,65.3,https://upload.wikimedia.org/wikipedia/commons/d/d9/Ludovic_Obraniak_Haifa.JPG,10459,7.0,560,20113
785,2012/2013,France Ligue 1,LOSC Lille,25.7,32,18,179.8,193.0,167.6,167.9,198,137,95.0,5.0,0.0,Rio Mavuba,82.0,84.0,70.0,82.0,91.0,72.0,https://upload.wikimedia.org/wikipedia/commons/1/11/Mavuba_CSKA-LOSC.png,10460,6.0,229,20159
786,2012/2013,France Ligue 1,Montpellier Hérault SC,25.6,36,20,180.3,188.0,170.2,167.8,194,150,83.33,16.67,0.0,Younes Belhanda,80.0,83.5,75.0,74.0,80.0,69.0,https://upload.wikimedia.org/wikipedia/commons/b/b1/Shahter-Shalke_%284%29.jpg,10373,9.0,275,20165
787,2012/2013,France Ligue 1,OGC Nice,24.1,32,19,179.5,193.0,167.6,163.5,196,143,77.27,22.73,0.0,Kevin Anin,74.5,80.0,66.0,64.0,69.5,88.0,0,40107,4.0,673,20178
788,2012/2013,France Ligue 1,Olympique Lyonnais,25.0,35,17,180.7,188.0,167.6,166.0,187,143,77.27,22.73,0.0,Bafetimbi Gomis,81.0,82.0,74.6,80.0,62.0,85.6,https://upload.wikimedia.org/wikipedia/commons/6/65/Bafetimbi_Gomis_2015_%28cropped%29.jpg,10032,3.0,241,20180
789,2012/2013,France Ligue 1,Olympique de Marseille,25.7,33,18,180.8,188.0,167.6,166.4,194,128,76.19,14.29,9.52,Mathieu Valbuena,82.4,82.8,79.0,46.0,81.0,32.0,https://upload.wikimedia.org/wikipedia/commons/8/8f/Mathieu_Valbuena_2019.jpg,10461,2.0,287,20179
790,2012/2013,France Ligue 1,Paris Saint-Germain,26.5,37,17,182.0,195.6,165.1,167.1,209,132,69.57,30.43,0.0,Zlatan Ibrahimovic,88.5,88.5,79.0,72.0,78.0,92.0,https://upload.wikimedia.org/wikipedia/commons/0/09/Zlatan_Ibrahimovi%C4%87_June_2018.jpg,10072,1.0,290,20184
791,2012/2013,France Ligue 1,SC Bastia,26.4,34,17,180.3,190.5,165.1,167.0,194,143,63.64,36.36,0.0,Jerome Rothen,73.0,73.0,54.5,40.0,57.5,62.0,https://upload.wikimedia.org/wikipedia/commons/0/0c/Rothen.jpg,10044,12.0,354,20226
792,2012/2013,France Ligue 1,Stade Brestois 29,24.7,31,18,180.7,190.5,170.2,168.9,201,143,71.43,25.0,3.57,Paul Baysse,74.0,76.0,61.0,83.0,77.0,79.0,https://upload.wikimedia.org/wikipedia/commons/1/12/Paul_Baysse_%28cropped%29.jpg,10462,20.0,333,20248
793,2012/2013,France Ligue 1,Stade Rennais FC,23.7,30,17,180.4,190.5,172.7,166.6,190,132,88.0,12.0,0.0,Yann M'Vila,80.5,86.0,72.0,71.0,85.0,77.0,https://upload.wikimedia.org/wikipedia/commons/f/f6/Yann_M%27Vila_2017.jpg,10377,13.0,313,20250
794,2012/2013,France Ligue 1,Stade de Reims,25.4,31,20,180.2,193.0,172.7,162.0,196,150,85.0,15.0,0.0,Anthony Weber,70.8,74.0,52.0,57.0,68.2,81.0,https://upload.wikimedia.org/wikipedia/commons/0/0c/Anthony_Weber.jpg,10463,14.0,232,20249
795,2012/2013,France Ligue 1,Toulouse FC,23.5,33,17,180.6,188.0,167.6,165.0,190,137,76.19,23.81,0.0,Etienne Capoue,79.0,84.0,66.0,74.0,92.0,77.0,https://upload.wikimedia.org/wikipedia/commons/5/5b/Etienne_Capoue.jpg,10378,10.0,294,20262
796,2012/2013,France Ligue 1,Valenciennes FC,25.3,34,17,181.0,190.5,170.2,163.4,185,139,77.27,18.18,4.55,Gregory Pujol,74.7,74.7,57.0,82.0,69.0,66.7,https://upload.wikimedia.org/wikipedia/commons/5/58/Gregory_Pujol.png,10379,11.0,240,20273
797,2012/2013,France Ligue 1,Évian Thonon Gaillard FC,26.2,36,20,180.5,188.0,170.2,165.7,194,150,86.96,8.7,4.34,Saber Khalifa,74.0,77.2,81.8,60.0,73.2,66.0,https://upload.wikimedia.org/wikipedia/commons/a/ac/Ivory_Coast_vs_Tunisia_2013_AFCON_%28cropped%29.jpg,10464,17.0,281,20295
798,2012/2013,Germany 1. Bundesliga,1. FC Nürnberg,24.3,35,17,183.7,193.0,170.2,179.2,205,146,80.95,19.05,0.0,Timmy Simons,76.0,76.0,48.0,68.0,75.0,77.0,https://upload.wikimedia.org/wikipedia/commons/3/33/Dnepr-Brugge_%289%29.jpg,10292,10.0,249,20002
799,2012/2013,Germany 1. Bundesliga,1. FSV Mainz 05,26.1,33,19,183.7,195.6,172.7,175.7,201,146,73.91,26.09,0.0,Adam Szalai,76.2,79.8,67.5,61.0,72.8,88.0,https://upload.wikimedia.org/wikipedia/commons/f/ff/AdamSzalai_%28cropped%29.jpg,10465,13.0,258,20003
800,2012/2013,Germany 1. Bundesliga,Bayer 04 Leverkusen,24.6,32,20,185.7,193.0,172.7,177.0,198,150,81.25,18.75,0.0,Lars Bender,81.7,84.0,71.0,76.0,94.0,76.0,https://upload.wikimedia.org/wikipedia/commons/2/2d/Lars-Bender-2018-08-19.jpg,10466,3.0,315,20025
801,2012/2013,Germany 1. Bundesliga,Borussia Dortmund,23.4,32,18,182.5,193.0,170.2,170.6,203,139,80.0,20.0,0.0,Mats Hummels,85.0,88.0,66.2,70.0,68.0,85.0,https://upload.wikimedia.org/wikipedia/commons/c/c1/Mats_Hummels.jpg,10467,2.0,326,20033
802,2012/2013,Germany 1. Bundesliga,Borussia Mönchengladbach,24.4,33,18,183.4,193.0,167.6,175.5,196,148,70.0,30.0,0.0,Luuk de Jong,79.0,84.4,70.0,67.0,76.0,77.0,https://upload.wikimedia.org/wikipedia/commons/8/85/Zenit-PSV_%286%29.jpg,10468,8.0,302,20034
803,2012/2013,Germany 1. Bundesliga,Eintracht Frankfurt,24.5,31,16,182.1,195.6,170.2,172.8,212,139,80.0,20.0,0.0,Pirmin Schwegler,75.5,78.0,69.0,90.0,78.0,67.0,https://upload.wikimedia.org/wikipedia/commons/3/39/Pirmin_Schwegler_2012_%28cropped%29.jpg,10469,6.0,333,20064
804,2012/2013,Germany 1. Bundesliga,FC Augsburg,25.0,29,20,183.3,193.0,170.2,172.2,205,143,75.0,25.0,0.0,Ja-Cheol Koo,75.2,81.0,76.0,71.0,74.0,61.0,https://upload.wikimedia.org/wikipedia/commons/7/79/Rus-SK2017_%2817%29_%28cropped2%29.jpg,10385,15.0,223,20075
805,2012/2013,Germany 1. Bundesliga,FC Bayern Munich,25.4,34,18,183.9,198.1,170.2,176.1,209,146,65.0,35.0,0.0,Franck Ribery,90.0,90.0,91.4,53.0,72.0,64.6,https://upload.wikimedia.org/wikipedia/commons/b/bc/Franck_Ribery_2019_%28cropped%29.jpg,10054,1.0,320,20078
806,2012/2013,Germany 1. Bundesliga,FC Schalke 04,24.5,31,18,183.5,195.6,175.3,176.1,203,152,81.82,13.64,4.54,Jefferson Farfan,84.0,85.8,88.8,65.0,79.5,78.0,https://upload.wikimedia.org/wikipedia/commons/e/e3/Jefferson_Farf%C3%A1n_2018.jpg,10298,4.0,244,20091
