season,League_name,team_long_name,age_mean,age_max,age_min,height_mean,height_max,height_min,weight_mean,weight_max,weight_min,right_foot,left_foot,nan_foot,best_player_name,rating,potential,speed,jumping,stamina,strength
2012/2013,Poland Ekstraklasa,Piast Gliwice,25.4,32.0,18.0,181.9,193.0,172.7,171.2,192.0,154.0,93.75,6.25,0.0,Tomasz Podgorski,66.5,68.5,77.0,34.0,56.8,43.0
2012/2013,Poland Ekstraklasa,Podbeskidzie Bielsko-Biała,27.8,34.0,19.0,181.9,193.0,170.2,166.2,203.0,143.0,62.5,37.5,0.0,Ireneusz Jelen,69.2,69.2,73.5,71.0,57.5,66.0
2012/2013,Poland Ekstraklasa,Pogoń Szczecin,24.1,33.0,17.0,182.2,193.0,175.3,168.1,194.0,150.0,81.82,18.18,0.0,"Bartosz Lawa,25",64.2,64.2,68.5,60.2,72.8,60.7
2012/2013,Poland Ekstraklasa,Polonia Bytom,25.9,31.0,18.0,182.4,193.0,175.3,169.8,194.0,152.0,76.47,23.53,0.0,Ireneusz Jelen,69.2,69.2,73.5,71.0,57.5,66.0
2012/2013,Poland Ekstraklasa,Ruch Chorzów,25.2,36.0,17.0,180.2,193.0,167.6,163.3,192.0,132.0,82.35,17.65,0.0,Arkadiusz Piech,70.0,70.0,92.0,86.0,81.5,75.0
2012/2013,Poland Ekstraklasa,Widzew Łódź,22.5,32.0,17.0,179.1,190.5,167.6,159.9,203.0,121.0,57.14,42.86,0.0,Lukasz Broz,65.7,67.0,72.0,73.0,77.0,64.0
2012/2013,Poland Ekstraklasa,Wisła Kraków,26.1,35.0,16.0,181.6,195.6,170.2,168.8,201.0,150.0,94.44,5.56,0.0,Maor Melikson,71.8,74.2,81.5,68.0,51.0,38.0
2012/2013,Poland Ekstraklasa,Zagłębie Lubin,25.5,30.0,21.0,181.1,193.0,165.1,165.3,181.0,137.0,82.35,17.65,0.0,Szymon Pawlowski,69.0,74.5,76.0,83.0,76.0,55.0
2012/2013,Poland Ekstraklasa,Śląsk Wrocław,26.8,30.0,23.0,184.9,195.6,175.3,170.9,201.0,139.0,56.25,43.75,0.0,Eric Mouloungui,71.3,71.3,92.0,73.0,57.3,54.7
2012/2013,Portugal Liga ZON Sagres,Académica de Coimbra,24.8,29.0,19.0,180.9,193.0,165.1,165.5,207.0,137.0,78.95,21.05,0.0,Wilson Eduardo,73.0,78.0,82.0,74.0,66.0,68.0
2012/2013,Portugal Liga ZON Sagres,CD Nacional,23.9,30.0,18.0,181.1,193.0,170.2,169.0,190.0,157.0,75.0,25.0,0.0,Manuel da Costa,74.0,78.5,68.5,78.0,77.0,86.5
2012/2013,Portugal Liga ZON Sagres,CS Marítimo,24.5,33.0,19.0,182.1,193.0,172.7,166.2,194.0,139.0,63.64,27.27,0.0,Danilo Dias,77.5,80.5,78.0,63.0,73.0,54.0
2012/2013,Portugal Liga ZON Sagres,Estoril Praia,25.0,32.0,21.0,181.0,195.6,170.2,166.7,190.0,137.0,80.0,15.0,0.0,Lica,74.7,81.0,84.0,68.0,76.0,70.0
2012/2013,Portugal Liga ZON Sagres,FC Paços de Ferreira,26.5,33.0,20.0,177.1,188.0,165.1,158.8,181.0,123.0,73.33,20.0,6.67,Antunes,72.6,75.9,82.5,61.6,80.0,67.8
2012/2013,Portugal Liga ZON Sagres,FC Porto,23.6,31.0,19.0,180.0,198.1,170.2,166.6,187.0,134.0,56.25,43.75,0.0,Hulk,83.2,88.0,85.8,72.0,84.0,88.0
2012/2013,Portugal Liga ZON Sagres,Gil Vicente FC,26.5,34.0,19.0,181.2,198.1,170.2,167.3,196.0,141.0,76.19,19.05,0.0,Hugo Vieira,71.9,74.6,84.1,75.0,67.3,56.0
2012/2013,Portugal Liga ZON Sagres,Moreirense FC,26.4,34.0,21.0,179.4,188.0,167.6,164.8,187.0,141.0,62.5,37.5,0.0,Fabio Espinho,71.8,73.0,69.0,63.0,68.0,57.5
2012/2013,Portugal Liga ZON Sagres,Rio Ave FC,24.4,37.0,18.0,182.3,190.5,170.2,170.6,194.0,141.0,84.21,10.53,0.0,Joao Tomas,75.0,75.0,34.0,73.0,32.0,81.0
2012/2013,Portugal Liga ZON Sagres,S.C. Olhanense,25.2,34.0,21.0,181.5,188.0,175.3,167.3,187.0,141.0,78.95,10.53,0.0,Tiago Targino,71.0,74.7,92.5,80.0,68.0,69.0
2012/2013,Portugal Liga ZON Sagres,SC Beira Mar,24.7,35.0,18.0,182.5,193.0,175.3,165.8,190.0,134.0,80.95,19.05,0.0,Nildo Petrolina,72.4,72.3,81.3,70.9,91.0,51.7
2012/2013,Portugal Liga ZON Sagres,SC Braga,25.7,32.0,21.0,182.3,193.0,167.6,166.9,185.0,137.0,78.26,17.39,0.0,Hugo Viana,78.2,78.5,61.0,63.8,67.8,68.8
2012/2013,Portugal Liga ZON Sagres,SL Benfica,24.4,31.0,18.0,181.6,193.0,172.7,167.0,203.0,137.0,70.0,30.0,0.0,Oscar Cardozo,82.0,82.0,55.7,65.0,68.0,84.9
2012/2013,Portugal Liga ZON Sagres,Sporting CP,22.8,30.0,17.0,179.0,193.0,170.2,164.5,187.0,137.0,75.0,25.0,0.0,Marat Izmailov,80.5,80.5,77.0,54.0,58.6,55.0
2012/2013,Portugal Liga ZON Sagres,Vitória Guimarães,23.1,32.0,18.0,181.7,193.0,175.3,166.1,205.0,143.0,68.18,31.82,0.0,Marcelo Toscano,72.6,74.9,76.1,72.0,70.9,74.0
2012/2013,Portugal Liga ZON Sagres,Vitória Setúbal,26.9,36.0,19.0,182.4,193.0,172.7,168.4,185.0,143.0,65.0,30.0,0.0,Albert Meyong Ze,72.0,72.0,61.0,73.0,65.0,73.0
2012/2013,Scotland Premier League,Aberdeen,24.2,34.0,16.0,179.0,190.5,167.6,157.7,203.0,132.0,60.87,39.13,0.0,Jonathan Hayes,69.2,72.4,82.0,70.0,81.0,62.0
2012/2013,Scotland Premier League,Celtic,23.3,28.0,18.0,182.9,193.0,167.6,165.9,194.0,141.0,69.57,30.43,0.0,Victor Wanyama,74.8,81.0,73.0,79.8,83.5,87.5
2012/2013,Scotland Premier League,Dundee FC,26.2,35.0,19.0,181.4,195.6,170.2,161.6,190.0,141.0,81.82,18.18,0.0,Gary Harkins,67.8,69.0,69.0,49.0,83.0,71.0
2012/2013,Scotland Premier League,Dundee United,23.6,29.0,16.0,178.6,188.0,165.1,159.6,183.0,137.0,61.11,38.89,0.0,Gary Mackay-Steven,72.6,82.1,82.0,74.0,65.7,65.0
2012/2013,Scotland Premier League,Heart of Midlothian,21.9,30.0,17.0,180.8,198.1,165.1,163.4,196.0,139.0,78.57,17.86,0.0,Marius Zaliukas,70.2,71.4,71.0,48.0,80.0,92.0
2012/2013,Scotland Premier League,Hibernian,24.3,35.0,17.0,180.1,193.0,170.2,163.3,203.0,141.0,68.18,27.27,4.55,Leigh Griffiths,68.6,79.8,82.0,59.0,70.0,57.0
2012/2013,Scotland Premier League,Inverness Caledonian Thistle,22.5,32.0,17.0,181.4,193.0,170.2,164.8,192.0,141.0,80.0,20.0,0.0,Aaron Doran,69.0,75.5,79.1,71.0,72.0,71.0
2012/2013,Scotland Premier League,Kilmarnock,23.5,34.0,16.0,180.0,193.0,165.1,162.2,194.0,128.0,73.33,20.0,3.33,Gary Harkins,67.8,69.0,69.0,49.0,83.0,71.0
2012/2013,Scotland Premier League,Motherwell,23.6,32.0,18.0,179.5,188.0,172.7,166.0,179.0,141.0,80.0,20.0,0.0,James McFadden,72.0,72.0,64.0,70.0,49.0,66.0
2012/2013,Scotland Premier League,Ross County FC,26.8,33.0,18.0,180.8,193.0,170.2,167.7,194.0,152.0,78.26,21.74,0.0,Ivan Sproule,65.0,65.0,90.0,81.0,78.0,63.0
2012/2013,Scotland Premier League,St. Johnstone FC,26.2,36.0,19.0,181.0,188.0,167.6,164.2,192.0,143.0,63.16,36.84,0.0,Murray Davidson,70.0,74.3,64.6,81.0,91.0,60.0
2012/2013,Scotland Premier League,St. Mirren,25.0,33.0,17.0,180.1,190.5,170.2,163.0,194.0,137.0,76.19,19.05,0.0,Steven Thompson,68.0,68.0,49.0,51.0,66.8,86.5
2012/2013,Spain LIGA BBVA,Athletic Club de Bilbao,24.1,31.0,18.0,182.5,195.6,170.2,166.2,198.0,139.0,70.0,30.0,0.0,Fernando Llorente,83.0,83.6,65.4,70.6,59.2,93.0
2012/2013,Spain LIGA BBVA,Atlético Madrid,25.6,32.0,18.0,181.5,188.0,170.2,167.4,187.0,157.0,75.0,25.0,0.0,Radamel Falcao,89.3,91.3,77.7,93.0,74.3,78.7
2012/2013,Spain LIGA BBVA,CA Osasuna,26.6,36.0,19.0,180.1,193.0,167.6,162.7,183.0,141.0,75.0,25.0,0.0,Alejandro Arribas,75.5,78.0,59.5,70.0,71.5,79.0
2012/2013,Spain LIGA BBVA,FC Barcelona,25.7,34.0,20.0,176.7,193.0,167.6,157.2,187.0,137.0,84.21,15.79,0.0,Lionel Messi,94.0,96.8,91.2,73.0,80.0,65.5
2012/2013,Spain LIGA BBVA,Getafe CF,25.9,32.0,18.0,181.0,190.5,172.7,164.7,183.0,150.0,78.26,21.74,0.0,Pedro Leon,77.6,81.0,75.0,39.0,59.8,58.2
2012/2013,Spain LIGA BBVA,Granada CF,26.2,31.0,21.0,179.6,188.0,160.0,165.8,187.0,123.0,78.26,21.74,0.0,Nolito,76.6,79.3,82.0,62.0,66.6,61.1
2012/2013,Spain LIGA BBVA,Levante UD,27.9,36.0,18.0,180.9,195.6,170.2,168.4,205.0,146.0,76.19,19.05,0.0,Obafemi Martins,77.9,78.6,92.4,92.6,65.4,67.9
2012/2013,Spain LIGA BBVA,Málaga CF,26.2,32.0,16.0,179.3,195.6,160.0,163.9,209.0,123.0,65.38,34.62,0.0,Jeremy Toulalan,82.7,83.7,53.0,69.0,90.0,79.0
2012/2013,Spain LIGA BBVA,RC Celta de Vigo,26.2,33.0,18.0,177.0,188.0,170.2,160.0,183.0,141.0,76.19,23.81,0.0,Iago Aspas,76.2,80.4,77.0,66.2,69.0,51.0
2012/2013,Spain LIGA BBVA,RC Deportivo de La Coruña,27.2,37.0,18.0,180.0,193.0,165.1,167.0,198.0,146.0,73.91,26.09,0.0,Abel Aguilar,76.0,76.0,55.2,71.0,79.0,77.0
2012/2013,Spain LIGA BBVA,RCD Espanyol,24.3,34.0,19.0,180.1,185.4,170.2,166.4,187.0,152.0,66.67,33.33,0.0,Joan Verdu,80.0,80.0,65.0,53.0,56.0,57.0
2012/2013,Spain LIGA BBVA,RCD Mallorca,25.4,37.0,21.0,181.5,190.5,175.3,169.6,196.0,150.0,63.64,36.36,0.0,Giovani dos Santos,76.4,82.1,82.2,62.7,61.8,48.4
2012/2013,Spain LIGA BBVA,Rayo Vallecano,25.1,31.0,19.0,180.3,190.5,170.2,164.5,185.0,137.0,63.64,36.36,0.0,Javi Fuego,77.0,77.0,64.7,66.3,84.7,75.3
2012/2013,Spain LIGA BBVA,Real Betis Balompié,25.5,32.0,17.0,177.6,193.0,165.1,160.2,194.0,134.0,75.0,25.0,0.0,Benat Etxebarria,81.2,84.5,66.0,67.0,79.0,68.0
2012/2013,Spain LIGA BBVA,Real Madrid CF,25.2,34.0,19.0,182.5,190.5,172.7,171.9,198.0,143.0,80.0,15.0,0.0,Cristiano Ronaldo,92.0,94.4,94.0,94.0,88.6,79.0
2012/2013,Spain LIGA BBVA,Real Sociedad,24.3,29.0,19.0,183.0,193.0,175.3,169.5,185.0,148.0,72.22,27.78,0.0,Xabier Prieto,79.4,79.4,67.8,53.0,63.0,62.0
2012/2013,Spain LIGA BBVA,Real Valladolid,26.5,33.0,23.0,179.1,188.0,175.3,162.6,183.0,141.0,68.42,31.58,0.0,Patrick Ebert,76.3,78.9,76.9,63.0,72.4,74.0
2012/2013,Spain LIGA BBVA,Real Zaragoza,25.5,37.0,19.0,178.9,190.5,170.2,164.9,194.0,143.0,56.52,39.13,0.0,Helder Postiga,76.4,76.4,75.7,84.0,79.0,70.1
2012/2013,Spain LIGA BBVA,Sevilla FC,24.5,31.0,19.0,180.0,195.6,170.2,165.6,201.0,132.0,61.9,38.1,0.0,Jesus Navas,85.1,86.0,90.1,70.0,77.3,49.0
2012/2013,Spain LIGA BBVA,Valencia CF,25.4,34.0,19.0,178.2,190.5,162.6,162.5,194.0,139.0,61.9,38.1,0.0,Roberto Soldado,84.0,86.2,79.0,83.0,75.0,76.2
2012/2013,Switzerland Super League,BSC Young Boys,23.9,34.0,17.0,181.9,193.0,172.7,171.1,198.0,157.0,74.07,25.93,0.0,Alexander Farnerud,74.0,74.1,74.0,60.0,70.0,62.0
2012/2013,Switzerland Super League,FC Basel,24.5,32.0,18.0,180.9,195.6,165.1,169.3,194.0,139.0,78.26,21.74,0.0,Alexander Frei,77.0,77.0,69.0,75.0,71.0,73.0
2012/2013,Switzerland Super League,FC Lausanne-Sports,25.5,33.0,18.0,180.3,185.4,170.2,163.3,179.0,137.0,63.16,31.58,0.0,Sebastian Meoli,80.3,85.2,88.8,54.8,73.2,43.2
2012/2013,Switzerland Super League,FC Luzern,24.6,32.0,19.0,180.9,193.0,170.2,167.1,198.0,137.0,76.19,23.81,0.0,Pajtim Kasami,70.3,81.8,69.2,57.0,76.6,71.9
2012/2013,Switzerland Super League,FC Sion,23.6,34.0,16.0,184.1,195.6,172.7,166.9,198.0,139.0,59.26,37.04,0.0,Gennaro Gattuso,77.4,77.4,54.0,54.0,69.4,80.2
2012/2013,Switzerland Super League,FC St. Gallen,24.2,33.0,19.0,181.7,190.5,172.7,168.8,198.0,143.0,65.0,35.0,0.0,Ezequiel Scarione,69.5,72.5,74.0,50.0,69.0,56.0
2012/2013,Switzerland Super League,FC Thun,25.0,33.0,20.0,179.8,193.0,170.2,164.6,183.0,150.0,63.64,36.36,0.0,Saif Ghezal,68.0,68.0,53.0,81.0,52.0,77.0
2012/2013,Switzerland Super League,FC Zürich,22.8,30.0,18.0,181.3,190.5,170.2,169.0,198.0,148.0,65.22,34.78,0.0,Yassine Chikhaoui,73.0,77.0,76.0,56.0,83.0,72.0
2012/2013,Switzerland Super League,Grasshopper Club Zürich,23.2,33.0,20.0,180.1,190.5,170.2,167.3,190.0,146.0,66.67,33.33,0.0,Stephane Grichting,70.7,70.7,44.0,75.0,46.0,71.2
2012/2013,Switzerland Super League,Servette FC,24.6,34.0,19.0,181.1,193.0,172.7,165.6,185.0,150.0,72.0,28.0,0.0,Omar Kossoko,66.0,68.0,77.0,57.0,67.0,69.0
2013/2014,Belgium Jupiler League,KAA Gent,23.3,29.0,17.0,182.2,193.0,170.2,168.0,190.0,137.0,77.78,22.22,0.0,Nicklas Pedersen,70.0,71.9,67.3,55.0,67.5,67.3
2013/2014,Belgium Jupiler League,KV Oostende,25.0,31.0,18.0,181.2,195.6,167.6,168.6,212.0,141.0,82.35,17.65,0.0,Andile Jali,73.8,80.0,74.0,43.0,72.0,59.0
2013/2014,Belgium Jupiler League,Lierse SK,22.5,31.0,17.0,176.8,190.5,167.6,155.1,183.0,134.0,77.78,22.22,0.0,Hernan Losada,70.0,70.0,63.0,62.0,65.0,52.0
2013/2014,Belgium Jupiler League,Waasland-Beveren,25.9,35.0,18.0,184.2,198.1,175.3,173.9,201.0,146.0,78.95,21.05,0.0,Rami Gershon,68.2,71.6,66.2,67.6,71.6,76.2
2013/2014,England Premier League,Arsenal,25.7,32.0,17.0,180.6,198.1,167.6,164.4,198.0,141.0,61.9,38.1,0.0,Mesut Oezil,87.0,89.0,75.1,53.0,63.6,57.0
2013/2014,England Premier League,Aston Villa,23.5,32.0,20.0,181.8,193.0,170.2,167.5,187.0,132.0,72.73,27.27,0.0,Christian Benteke,80.8,86.5,81.0,81.0,77.0,90.0
2013/2014,England Premier League,Cardiff City,24.8,33.0,18.0,180.9,193.0,170.2,163.4,201.0,139.0,70.83,25.0,0.0,Gary Medel,76.4,78.5,76.0,84.0,90.0,80.0
2013/2014,England Premier League,Chelsea,26.0,35.0,20.0,181.6,193.0,170.2,172.5,201.0,139.0,78.26,21.74,0.0,Eden Hazard,87.0,90.0,86.1,59.0,72.6,63.0
2013/2014,England Premier League,Crystal Palace,26.5,33.0,20.0,181.9,190.5,170.2,165.1,196.0,134.0,69.23,30.77,0.0,Marouane Chamakh,75.1,75.1,68.0,71.3,71.0,77.0
2013/2014,England Premier League,Everton,26.0,35.0,19.0,181.8,193.0,170.2,167.5,207.0,141.0,68.42,26.32,0.0,Leighton Baines,82.7,83.2,79.2,72.0,88.0,67.0
2013/2014,England Premier League,Fulham,27.4,36.0,18.0,183.0,200.7,175.3,171.7,203.0,152.0,67.74,32.26,0.0,Dimitar Berbatov,82.0,82.0,68.0,75.0,55.0,73.0
2013/2014,England Premier League,Hull City,26.7,35.0,21.0,181.4,188.0,167.6,177.4,218.0,132.0,75.0,25.0,0.0,Tom Huddlestone,76.3,78.0,54.7,57.0,65.0,87.0
2013/2014,England Premier League,Liverpool,24.8,33.0,18.0,180.7,190.5,167.6,165.6,187.0,137.0,68.42,31.58,0.0,Luis Suarez,87.4,87.6,78.1,69.0,86.0,76.0
2013/2014,England Premier League,Manchester City,26.2,32.0,20.0,182.4,193.0,170.2,172.1,198.0,132.0,70.0,30.0,0.0,David Silva,87.6,88.8,74.0,66.0,68.0,53.0
2013/2014,England Premier League,Manchester United,25.8,39.0,17.0,181.3,193.0,170.2,164.5,198.0,139.0,72.0,24.0,0.0,Robin van Persie,89.0,89.0,75.6,59.0,72.0,72.0
2013/2014,England Premier League,Newcastle United,25.5,31.0,20.0,182.4,193.0,167.6,174.4,209.0,143.0,77.27,22.73,0.0,Yohan Cabaye,81.9,83.7,71.0,72.0,83.0,66.0
2013/2014,England Premier League,Norwich City,26.4,32.0,19.0,181.9,193.0,167.6,169.2,198.0,150.0,71.43,28.57,0.0,Leroy Fer,76.0,82.8,76.0,84.0,91.0,87.0
2013/2014,England Premier League,Southampton,23.7,31.0,17.0,183.4,193.0,172.7,165.3,185.0,146.0,78.95,21.05,0.0,Pablo Osvaldo,79.2,79.6,74.4,79.2,74.3,80.8
2013/2014,England Premier League,Stoke City,26.9,32.0,21.0,184.8,200.7,172.7,170.3,194.0,141.0,78.95,21.05,0.0,Steven Nzonzi,78.0,81.0,72.0,64.0,79.0,81.0
2013/2014,England Premier League,Sunderland,25.7,33.0,19.0,181.3,193.0,167.6,168.4,198.0,132.0,74.07,25.93,0.0,Emanuele Giaccherini,78.2,79.0,77.6,55.0,78.6,49.0
2013/2014,England Premier League,Swansea City,24.8,30.0,20.0,179.2,193.0,167.6,167.0,207.0,137.0,80.0,20.0,0.0,Wilfried Bony,80.5,84.0,71.0,84.0,78.0,94.0
2013/2014,England Premier League,Tottenham Hotspur,23.8,30.0,18.0,182.3,190.5,165.1,165.0,192.0,139.0,63.64,31.82,0.0,Roberto Soldado,83.1,83.1,77.0,83.0,75.0,76.0
2013/2014,England Premier League,West Bromwich Albion,27.3,34.0,19.0,182.5,195.6,167.6,172.6,196.0,141.0,83.33,16.67,0.0,Claudio Yacob,78.2,81.0,62.5,76.0,83.0,74.0
2013/2014,England Premier League,West Ham United,27.6,32.0,20.0,182.9,190.5,170.2,169.8,194.0,143.0,65.22,30.43,0.0,Stewart Downing,77.4,77.4,76.0,44.0,77.6,63.0
2013/2014,France Ligue 1,AC Ajaccio,25.3,33.0,18.0,181.5,193.0,170.2,168.1,196.0,137.0,73.08,26.92,0.0,Benoit Pedretti,76.0,76.0,47.0,67.0,78.0,69.0
2013/2014,France Ligue 1,AS Monaco,24.1,35.0,17.0,182.9,188.0,170.2,165.4,185.0,134.0,73.91,26.09,0.0,Radamel Falcao,89.5,91.2,77.2,93.0,72.0,75.2
2013/2014,France Ligue 1,AS Saint-Étienne,25.6,33.0,18.0,181.2,190.5,172.7,169.9,212.0,143.0,71.43,28.57,0.0,Loic Perrin,78.6,80.0,67.6,74.2,74.0,76.0
2013/2014,France Ligue 1,En Avant de Guingamp,26.6,34.0,20.0,180.0,190.5,165.1,161.2,187.0,137.0,76.19,23.81,0.0,Mustapha Yatabare,72.8,72.8,82.0,73.0,73.0,76.0
2013/2014,France Ligue 1,FC Lorient,23.7,30.0,19.0,179.3,188.0,170.2,162.9,192.0,139.0,66.67,33.33,0.0,Bruno Ecuele Manga,77.7,80.7,65.0,63.3,62.0,84.0
2013/2014,France Ligue 1,FC Nantes,24.7,31.0,18.0,179.7,193.0,172.7,162.7,187.0,143.0,69.57,26.09,0.0,Oswaldo Vizcarrondo,74.3,74.6,45.6,63.7,60.0,92.0
2013/2014,France Ligue 1,FC Sochaux-Montbéliard,23.0,33.0,17.0,179.5,190.5,170.2,164.9,190.0,134.0,75.86,24.14,0.0,Ryad Boudebouz,75.5,80.0,75.0,48.0,71.0,50.0
2013/2014,France Ligue 1,Girondins de Bordeaux,25.6,33.0,18.0,181.8,193.0,172.7,168.3,194.0,152.0,68.18,31.82,0.0,Ludovic Obraniak,75.5,76.2,69.0,52.0,75.0,65.0
2013/2014,France Ligue 1,LOSC Lille,24.8,33.0,18.0,180.6,193.0,167.6,168.4,205.0,146.0,94.74,5.26,0.0,Rio Mavuba,81.0,82.3,65.0,82.0,91.0,72.0
2013/2014,France Ligue 1,Montpellier Hérault SC,24.7,35.0,18.0,179.3,188.0,170.2,164.7,194.0,150.0,86.96,13.04,0.0,Hilton,77.0,77.0,42.0,90.0,64.8,75.0
2013/2014,France Ligue 1,OGC Nice,23.2,33.0,16.0,177.8,190.5,167.6,160.3,198.0,143.0,81.82,18.18,0.0,Dario Cvitanich,76.2,76.2,72.0,84.0,72.2,68.0
2013/2014,France Ligue 1,Olympique Lyonnais,23.9,33.0,18.0,180.2,195.6,167.6,166.0,207.0,139.0,78.26,21.74,0.0,Bafetimbi Gomis,79.2,79.2,73.0,78.7,63.3,81.6
2013/2014,France Ligue 1,Olympique de Marseille,25.1,34.0,18.0,180.6,188.0,167.6,167.9,194.0,128.0,63.16,36.84,0.0,Mathieu Valbuena,81.4,81.6,79.0,46.0,81.0,32.0
2013/2014,France Ligue 1,Paris Saint-Germain,25.2,34.0,18.0,179.8,195.6,165.1,161.8,209.0,132.0,73.68,26.32,0.0,Zlatan Ibrahimovic,89.2,89.2,78.0,72.0,78.0,93.0
2013/2014,France Ligue 1,SC Bastia,26.5,34.0,18.0,179.3,190.5,165.1,163.9,194.0,141.0,66.67,25.0,0.0,Djibril Cisse,77.8,77.8,84.0,81.0,68.0,82.0
2013/2014,France Ligue 1,Stade Rennais FC,23.3,32.0,18.0,180.4,195.6,165.1,164.2,190.0,132.0,89.29,10.71,0.0,Julien Feret,76.4,76.4,66.0,60.0,67.6,71.4
2013/2014,France Ligue 1,Stade de Reims,25.0,32.0,19.0,180.7,190.5,172.7,163.6,187.0,150.0,85.0,15.0,0.0,Grzegorz Krychowiak,76.9,82.0,62.0,74.0,82.0,87.9
2013/2014,France Ligue 1,Toulouse FC,23.9,34.0,18.0,180.3,188.0,167.6,166.5,190.0,146.0,81.82,18.18,0.0,Aymen Abdennour,80.2,85.0,73.0,72.0,74.8,91.5
2013/2014,France Ligue 1,Valenciennes FC,25.1,35.0,18.0,179.5,190.5,170.2,160.3,176.0,139.0,78.26,21.74,0.0,Mathieu Dossevi,73.2,76.0,81.8,57.0,68.0,54.8
2013/2014,France Ligue 1,Évian Thonon Gaillard FC,25.7,37.0,20.0,179.8,193.0,165.1,162.0,198.0,126.0,91.3,8.7,0.0,Marco Ruben,74.5,77.2,73.0,79.0,72.0,71.5
2013/2014,Germany 1. Bundesliga,1. FC Nürnberg,24.0,32.0,18.0,184.4,193.0,172.7,179.7,205.0,146.0,73.91,21.74,0.0,Hiroshi Kiyotake,76.0,81.0,74.0,70.0,59.0,44.0
2013/2014,Germany 1. Bundesliga,1. FSV Mainz 05,25.4,34.0,19.0,182.8,193.0,172.7,173.4,201.0,146.0,86.36,13.64,0.0,Nicolai Mueller,77.0,80.0,87.0,78.0,78.4,60.7
2013/2014,Germany 1. Bundesliga,Bayer 04 Leverkusen,24.7,32.0,17.0,185.3,193.0,170.2,180.2,203.0,148.0,72.22,27.78,0.0,Lars Bender,81.4,84.0,71.0,76.0,94.0,76.0
2013/2014,Germany 1. Bundesliga,Borussia Dortmund,24.4,33.0,18.0,183.7,190.5,175.3,173.7,203.0,157.0,78.26,21.74,0.0,Robert Lewandowski,86.0,88.8,81.2,84.2,75.2,81.0
2013/2014,Germany 1. Bundesliga,Borussia Mönchengladbach,25.9,34.0,20.0,183.1,193.0,175.3,170.6,183.0,152.0,57.14,42.86,0.0,Raffael,79.0,79.1,75.3,72.1,70.6,64.0
2013/2014,Germany 1. Bundesliga,Eintracht Braunschweig,25.8,33.0,19.0,182.5,193.0,172.7,172.6,187.0,154.0,78.26,21.74,0.0,Karim Bellarabi,73.4,78.0,78.4,75.0,67.0,61.6
2013/2014,Germany 1. Bundesliga,Eintracht Frankfurt,24.9,30.0,17.0,181.3,195.6,170.2,169.2,212.0,139.0,85.71,14.29,0.0,Sebastian Rode,77.0,82.0,78.0,84.0,90.0,65.0
2013/2014,Germany 1. Bundesliga,FC Augsburg,24.2,30.0,19.0,183.8,193.0,175.3,174.8,194.0,154.0,57.89,36.84,0.0,Daniel Baier,75.2,75.5,66.0,78.5,81.4,67.0
2013/2014,Germany 1. Bundesliga,FC Bayern Munich,24.9,35.0,17.0,181.6,198.1,170.2,172.8,209.0,146.0,70.0,30.0,0.0,Franck Ribery,89.8,89.8,89.7,53.0,72.3,64.0
2013/2014,Germany 1. Bundesliga,FC Schalke 04,24.0,31.0,17.0,184.8,195.6,172.7,180.9,201.0,150.0,86.36,13.64,0.0,Klaas Jan Huntelaar,83.8,83.8,72.8,78.0,67.8,77.8
2013/2014,Germany 1. Bundesliga,Hamburger SV,23.5,30.0,17.0,183.8,195.6,175.3,175.8,216.0,139.0,75.0,25.0,0.0,Rafael van der Vaart,82.5,82.5,59.1,57.8,70.5,64.4
2013/2014,Germany 1. Bundesliga,Hannover 96,25.4,34.0,17.0,181.8,195.6,170.2,170.3,194.0,139.0,72.73,27.27,0.0,Mame Biram Diouf,79.0,82.0,90.0,92.6,69.0,78.0
2013/2014,Germany 1. Bundesliga,Hertha BSC Berlin,25.5,35.0,18.0,182.0,193.0,172.7,168.4,198.0,150.0,66.67,33.33,0.0,Adrian Ramos,78.2,79.0,88.2,92.7,74.9,75.9
2013/2014,Germany 1. Bundesliga,SC Freiburg,23.8,33.0,19.0,181.3,193.0,170.2,169.0,194.0,141.0,86.96,13.04,0.0,Matthias Ginter,75.4,82.6,64.1,69.3,72.8,78.4
2013/2014,Germany 1. Bundesliga,SV Werder Bremen,24.3,32.0,18.0,182.9,193.0,172.7,172.1,203.0,152.0,76.19,23.81,0.0,Aaron Hunt,78.8,80.8,78.0,70.0,79.0,66.0
2013/2014,Germany 1. Bundesliga,TSG 1899 Hoffenheim,23.3,29.0,17.0,183.1,198.1,172.7,174.6,216.0,146.0,68.42,26.32,0.0,Roberto Firmino,78.7,84.3,76.2,74.0,69.8,65.6
2013/2014,Germany 1. Bundesliga,VfB Stuttgart,24.6,32.0,17.0,182.7,198.1,165.1,170.8,198.0,134.0,60.87,34.78,0.0,Vedad Ibisevic,79.8,79.8,68.0,73.0,54.0,77.2
2013/2014,Germany 1. Bundesliga,VfL Wolfsburg,24.2,33.0,18.0,183.6,195.6,172.7,172.1,192.0,157.0,70.59,29.41,0.0,Luiz Gustavo,81.0,83.5,74.0,74.0,85.0,79.0
2013/2014,Italy Serie A,Atalanta,27.7,37.0,19.0,180.7,190.5,160.0,169.1,196.0,126.0,73.91,21.74,0.0,German Denis,79.2,79.2,68.8,90.2,71.0,85.0
